"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Domicílio, espécie";"Domicílio, espécie (código)";"Domicílio, espécie (ordem)";"Moradores, número (operação: Soma)";"Frequência";"Observações"
"9115";"Município (1991)";"500090";"Antônio João";"224";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.621";"1541";"1541"
"9115";"Município (1991)";"240090";"Antônio Martins";"225";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.559";"1565";"1565"
"9115";"Município (1991)";"410130";"Antônio Olinto";"226";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.732";"1904";"1904"
"9115";"Município (1991)";"430080";"Antônio Prado";"227";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.957";"2793";"2793"
"9115";"Município (1991)";"310310";"Antônio Prado de Minas";"228";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.252";"512";"512"
"9115";"Município (1991)";"350250";"Aparecida";"229";"1991";"8004";"1991";"Particular permanente";"1";"1";"32.538";"7896";"7896"
"9115";"Município (1991)";"520140";"Aparecida de Goiânia";"230";"1991";"8004";"1991";"Particular permanente";"1";"1";"174.829";"41749";"41749"
"9115";"Município (1991)";"170110";"Aparecida do Rio Negro";"231";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.266";"644";"644"
"9115";"Município (1991)";"500100";"Aparecida do Taboado";"232";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.077";"4214";"4214"
"9115";"Município (1991)";"350260";"Aparecida d'Oeste";"233";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.087";"1361";"1361"
"9115";"Município (1991)";"320050";"Apiacá";"234";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.989";"1729";"1729"
"9115";"Município (1991)";"510080";"Apiacás";"235";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.772";"1396";"1396"
"9115";"Município (1991)";"350270";"Apiaí";"236";"1991";"8004";"1991";"Particular permanente";"1";"1";"34.836";"7954";"7954"
"9115";"Município (1991)";"420125";"Apiúna";"237";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.666";"1889";"1889"
"9115";"Município (1991)";"240100";"Apodi";"238";"1991";"8004";"1991";"Particular permanente";"1";"1";"31.083";"6709";"6709"
"9115";"Município (1991)";"290190";"Aporá";"239";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.719";"3657";"3657"
"9115";"Município (1991)";"520150";"Aporé";"240";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.792";"1250";"1250"
"9115";"Município (1991)";"290195";"Apuarema";"241";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.611";"1531";"1531"
"9115";"Município (1991)";"410140";"Apucarana";"242";"1991";"8004";"1991";"Particular permanente";"1";"1";"94.692";"24109";"24109"
"9115";"Município (1991)";"130014";"Apuí";"243";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.516";"1151";"1151"
"9115";"Município (1991)";"230090";"Apuiarés";"244";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.514";"1996";"1996"
"9115";"Município (1991)";"280020";"Aquidabã";"245";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.275";"3866";"3866"
"9115";"Município (1991)";"500110";"Aquidauana";"246";"1991";"8004";"1991";"Particular permanente";"1";"1";"38.665";"9479";"9479"
"9115";"Município (1991)";"230100";"Aquiraz";"247";"1991";"8004";"1991";"Particular permanente";"1";"1";"45.877";"9809";"9809"
"9115";"Município (1991)";"250080";"Araçagi";"248";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.364";"4205";"4205"
"9115";"Município (1991)";"310320";"Araçaí";"249";"1991";"8004";"1991";"Particular permanente";"1";"1";"1.957";"470";"470"
"9115";"Município (1991)";"280030";"Aracaju";"250";"1991";"8004";"1991";"Particular permanente";"1";"1";"400.461";"90168";"90168"
"9115";"Município (1991)";"290205";"Araças";"251";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.906";"1842";"1842"
"9115";"Município (1991)";"230110";"Aracati";"252";"1991";"8004";"1991";"Particular permanente";"1";"1";"60.137";"12645";"12645"
"9115";"Município (1991)";"290200";"Aracatu";"253";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.437";"2773";"2773"
"9115";"Município (1991)";"350280";"Araçatuba";"254";"1991";"8004";"1991";"Particular permanente";"1";"1";"158.842";"41390";"41390"
"9115";"Município (1991)";"290210";"Araci";"255";"1991";"8004";"1991";"Particular permanente";"1";"1";"45.272";"8795";"8795"
"9115";"Município (1991)";"310330";"Aracitaba";"256";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.400";"578";"578"
"9115";"Município (1991)";"230120";"Aracoiaba";"257";"1991";"8004";"1991";"Particular permanente";"1";"1";"22.449";"4843";"4843"
"9115";"Município (1991)";"350290";"Araçoiaba da Serra";"258";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.388";"3726";"3726"
"9115";"Município (1991)";"320060";"Aracruz";"259";"1991";"8004";"1991";"Particular permanente";"1";"1";"52.245";"11761";"11761"
"9115";"Município (1991)";"520160";"Araçu";"260";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.681";"978";"978"
"9115";"Município (1991)";"310340";"Araçuaí";"261";"1991";"8004";"1991";"Particular permanente";"1";"1";"33.537";"6855";"6855"
"9115";"Município (1991)";"520170";"Aragarças";"262";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.571";"3342";"3342"
"9115";"Município (1991)";"520180";"Aragoiânia";"263";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.894";"1259";"1259"
"9115";"Município (1991)";"170190";"Araguacema";"264";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.375";"1307";"1307"
"9115";"Município (1991)";"170200";"Araguaçu";"265";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.679";"2993";"2993"
"9115";"Município (1991)";"510100";"Araguaiana";"266";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.350";"787";"787"
"9115";"Município (1991)";"170210";"Araguaína";"267";"1991";"8004";"1991";"Particular permanente";"1";"1";"102.785";"21882";"21882"
"9115";"Município (1991)";"510120";"Araguainha";"268";"1991";"8004";"1991";"Particular permanente";"1";"1";"1.414";"353";"353"
"9115";"Município (1991)";"520215";"Araguapaz";"269";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.325";"1640";"1640"
"9115";"Município (1991)";"310350";"Araguari";"270";"1991";"8004";"1991";"Particular permanente";"1";"1";"90.654";"23473";"23473"
"9115";"Município (1991)";"170220";"Araguatins";"271";"1991";"8004";"1991";"Particular permanente";"1";"1";"27.727";"5421";"5421"
"9115";"Município (1991)";"210090";"Araioses";"272";"1991";"8004";"1991";"Particular permanente";"1";"1";"43.885";"8364";"8364"
"9115";"Município (1991)";"500124";"Aral Moreira";"273";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.009";"1916";"1916"
"9115";"Município (1991)";"290220";"Aramari";"274";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.636";"1579";"1579"
"9115";"Município (1991)";"210095";"Arame";"275";"1991";"8004";"1991";"Particular permanente";"1";"1";"33.801";"5813";"5813"
"9115";"Município (1991)";"350300";"Aramina";"276";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.060";"1076";"1076"
"9115";"Município (1991)";"350310";"Arandu";"277";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.613";"1316";"1316"
"9115";"Município (1991)";"310360";"Arantina";"278";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.637";"687";"687"
"9115";"Município (1991)";"270030";"Arapiraca";"279";"1991";"8004";"1991";"Particular permanente";"1";"1";"163.984";"34740";"34740"
"9115";"Município (1991)";"170230";"Arapoema";"280";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.915";"3009";"3009"
"9115";"Município (1991)";"310370";"Araponga";"281";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.869";"1538";"1538"
"9115";"Município (1991)";"410150";"Arapongas";"282";"1991";"8004";"1991";"Particular permanente";"1";"1";"64.372";"16584";"16584"
"9115";"Município (1991)";"410160";"Arapoti";"283";"1991";"8004";"1991";"Particular permanente";"1";"1";"20.502";"4995";"4995"
"9115";"Município (1991)";"310380";"Arapuá";"284";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.091";"837";"837"
"9115";"Município (1991)";"510125";"Araputanga";"285";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.449";"2829";"2829"
"9115";"Município (1991)";"420130";"Araquari";"286";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.846";"3816";"3816"
"9115";"Município (1991)";"250090";"Arara";"287";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.626";"2325";"2325"
"9115";"Município (1991)";"420140";"Araranguá";"288";"1991";"8004";"1991";"Particular permanente";"1";"1";"48.169";"12584";"12584"
"9115";"Município (1991)";"350320";"Araraquara";"289";"1991";"8004";"1991";"Particular permanente";"1";"1";"165.210";"43762";"43762"
"9115";"Município (1991)";"350330";"Araras";"290";"1991";"8004";"1991";"Particular permanente";"1";"1";"86.669";"21649";"21649"
"9115";"Município (1991)";"210100";"Arari";"291";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.807";"4660";"4660"
"9115";"Município (1991)";"230130";"Araripe";"292";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.402";"3525";"3525"
"9115";"Município (1991)";"260110";"Araripina";"293";"1991";"8004";"1991";"Particular permanente";"1";"1";"60.353";"12354";"12354"
"9115";"Município (1991)";"330020";"Araruama";"294";"1991";"8004";"1991";"Particular permanente";"1";"1";"58.621";"14865";"14865"
"9115";"Município (1991)";"410170";"Araruna";"295";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.311";"3026";"3026"
"9115";"Município (1991)";"250100";"Araruna";"296";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.832";"3852";"3852"
"9115";"Município (1991)";"290225";"Arataca";"297";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.570";"2931";"2931"
"9115";"Município (1991)";"430090";"Aratiba";"298";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.684";"2574";"2574"
"9115";"Município (1991)";"230140";"Aratuba";"299";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.548";"2128";"2128"
"9115";"Município (1991)";"290230";"Aratuípe";"300";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.809";"1660";"1660"
"9115";"Município (1991)";"280040";"Arauá";"301";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.404";"2099";"2099"
"9115";"Município (1991)";"410180";"Araucária";"302";"1991";"8004";"1991";"Particular permanente";"1";"1";"61.057";"14645";"14645"
"9115";"Município (1991)";"310390";"Araújos";"303";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.496";"1391";"1391"
"9115";"Município (1991)";"310400";"Araxá";"304";"1991";"8004";"1991";"Particular permanente";"1";"1";"69.506";"17446";"17446"
"9115";"Município (1991)";"310410";"Arceburgo";"305";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.126";"1761";"1761"
"9115";"Município (1991)";"310420";"Arcos";"306";"1991";"8004";"1991";"Particular permanente";"1";"1";"27.295";"6516";"6516"
"9115";"Município (1991)";"260120";"Arcoverde";"307";"1991";"8004";"1991";"Particular permanente";"1";"1";"55.545";"12737";"12737"
"9115";"Município (1991)";"310430";"Areado";"308";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.610";"2748";"2748"
"9115";"Município (1991)";"350340";"Arealva";"309";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.828";"1869";"1869"
"9115";"Município (1991)";"250110";"Areia";"310";"1991";"8004";"1991";"Particular permanente";"1";"1";"28.060";"5583";"5583"
"9115";"Município (1991)";"240110";"Areia Branca";"311";"1991";"8004";"1991";"Particular permanente";"1";"1";"21.068";"4779";"4779"
"9115";"Município (1991)";"280050";"Areia Branca";"312";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.405";"2119";"2119"
"9115";"Município (1991)";"250120";"Areial";"313";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.064";"1311";"1311"
"9115";"Município (1991)";"350350";"Areias";"314";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.258";"715";"715"
"9115";"Município (1991)";"350360";"Areiópolis";"315";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.953";"2185";"2185"
"9115";"Município (1991)";"510130";"Arenápolis";"316";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.838";"4294";"4294"
"9115";"Município (1991)";"520235";"Arenópolis";"317";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.139";"1103";"1103"
"9115";"Município (1991)";"240120";"Arês";"318";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.083";"2274";"2274"
"9115";"Município (1991)";"310440";"Argirita";"319";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.085";"746";"746"
"9115";"Município (1991)";"310450";"Arinos";"320";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.000";"3476";"3476"
"9115";"Município (1991)";"510140";"Aripuanã";"321";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.737";"2780";"2780"
"9115";"Município (1991)";"110002";"Ariquemes";"322";"1991";"8004";"1991";"Particular permanente";"1";"1";"83.208";"18979";"18979"
"9115";"Município (1991)";"350370";"Ariranha";"323";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.838";"1525";"1525"
"9115";"Município (1991)";"420150";"Armazém";"324";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.055";"1552";"1552"
"9115";"Município (1991)";"230150";"Arneiroz";"325";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.384";"1417";"1417"
"9115";"Município (1991)";"220090";"Aroazes";"326";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.914";"1820";"1820"
"9115";"Município (1991)";"250130";"Aroeiras";"327";"1991";"8004";"1991";"Particular permanente";"1";"1";"28.755";"6357";"6357"
"9115";"Município (1991)";"220100";"Arraial";"328";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.472";"1109";"1109"
"9115";"Município (1991)";"330025";"Arraial do Cabo";"329";"1991";"8004";"1991";"Particular permanente";"1";"1";"19.788";"5138";"5138"
"9115";"Município (1991)";"170240";"Arraias";"330";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.844";"2807";"2807"
"9115";"Município (1991)";"430100";"Arroio do Meio";"331";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.790";"5055";"5055"
"9115";"Município (1991)";"430105";"Arroio do Sal";"332";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.943";"853";"853"
"9115";"Município (1991)";"430120";"Arroio do Tigre";"333";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.556";"3645";"3645"
"9115";"Município (1991)";"430110";"Arroio dos Ratos";"334";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.771";"3387";"3387"
"9115";"Município (1991)";"430130";"Arroio Grande";"335";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.972";"5451";"5451"
"9115";"Município (1991)";"420160";"Arroio Trinta";"336";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.326";"794";"794"
"9115";"Município (1991)";"350380";"Artur Nogueira";"337";"1991";"8004";"1991";"Particular permanente";"1";"1";"27.693";"6821";"6821"
"9115";"Município (1991)";"520250";"Aruanã";"338";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.848";"1196";"1196"
"9115";"Município (1991)";"350390";"Arujá";"339";"1991";"8004";"1991";"Particular permanente";"1";"1";"37.292";"8572";"8572"
"9115";"Município (1991)";"430140";"Arvorezinha";"340";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.599";"3117";"3117"
