cod_mun;mun;uf;dppo 1991;dppo 1996;dppo 2000;dppo 2010;dppo 2022;Particular 2022;Particular permanente 2022;Particular permanente não ocupado 2022
3131802;Itabirinha;MG;2377;2479;2644;3264;3915;4863;4860;945
3131901;Itabirito;MG;7344;8751;9798;13254;18149;24448;24441;6292
3132008;Itacambira;MG;1045;1029;980;1287;1457;2079;2079;622
3132107;Itacarambi;MG;4138;4480;3730;4371;5336;7108;7097;1761
3132206;Itaguara;MG;2614;2956;3176;3993;5202;7221;7219;2017
3132305;Itaipé;MG;3152;1937;2372;3056;3497;4831;4826;1329
3132404;Itajubá;MG;17858;20524;22497;27948;33627;40379;40366;6739
3132503;Itamarandiba;MG;6734;7064;6720;8995;11699;15387;15384;3685
3132602;Itamarati de Minas;MG;886;946;1077;1301;1385;1870;1868;483
3132701;Itambacuri;MG;4634;5250;5492;6472;7402;9685;9677;2275
3132800;Itambé do Mato Dentro;MG;605;619;654;693;828;1522;1522;694
3132909;Itamogi;MG;2459;2722;3014;3404;4048;5303;5303;1255
3133006;Itamonte;MG;2339;2794;3211;4229;5289;7207;7203;1914
3133105;Itanhandu;MG;2771;3101;3481;4373;5491;6624;6622;1131
3133204;Itanhomi;MG;3972;3064;3150;3790;4286;5647;5645;1359
3133303;Itaobim;MG;4476;4910;5230;6154;6895;8631;8619;1724
3133402;Itapagipe;MG;2996;3281;3559;4413;5425;6772;6770;1345
3133501;Itapecerica;MG;5489;5857;5985;6950;7975;11392;11387;3412
3133600;Itapeva;MG;1482;1805;2136;2739;4448;6467;6465;2017
3133709;Itatiaiuçu;MG;1790;2111;2290;3078;4590;7881;7827;3237
3133758;Itaú de Minas;MG;2803;3315;3875;4769;5389;6546;6546;1157
3133808;Itaúna;MG;16459;18794;21287;26711;36796;42862;42811;6015
3133907;Itaverava;MG;1400;1506;1512;1650;1995;3073;3072;1077
3134004;Itinga;MG;4618;5183;3167;3788;4573;6179;6172;1599
3134103;Itueta;MG;1511;1520;1538;1850;2235;2993;2993;758
3134202;Ituiutaba;MG;22548;25168;26749;32444;39977;48584;48564;8587
3134301;Itumirim;MG;1303;1505;1607;1860;2413;3319;3319;906
3134400;Iturama;MG;11669;8366;8439;11185;14911;17776;17743;2832
3134509;Itutinga;MG;1025;1090;1134;1312;1631;2517;2517;886
3134608;Jaboticatubas;MG;2918;3115;3550;5409;7730;17691;17689;9959
3134707;Jacinto;MG;2700;2902;3190;3762;4184;5762;5745;1561
3134806;Jacuí;MG;1700;1963;2112;2504;2816;4247;4245;1429
3134905;Jacutinga;MG;4092;4286;5242;7127;9082;12041;12039;2957
3135001;Jaguaraçu;MG;622;623;719;889;1118;1633;1632;514
3135050;Jaíba;MG;;4777;5917;8952;12100;15719;15704;3604
3135076;Jampruca;MG;;1172;1180;1499;1573;2166;2147;574
3135100;Janaúba;MG;10736;13017;14289;18432;24287;29689;29675;5388
3135209;Januária;MG;16890;16241;14064;17433;21452;29324;29305;7853
3135308;Japaraíba;MG;762;850;907;1173;1542;2153;2153;611
3135357;Japonvar;MG;;;1799;2314;2860;4154;4153;1293
3135407;Jeceaba;MG;1488;1563;1585;1686;2262;3170;3169;907
3135456;Jenipapo de Minas;MG;;;1386;1755;2081;2834;2834;753
3135506;Jequeri;MG;3395;3330;3495;4048;4489;6344;6341;1852
3135605;Jequitaí;MG;2025;1859;2187;2463;2465;3912;3911;1446
3135704;Jequitibá;MG;1172;1285;1327;1589;2248;4282;4279;2031
3135803;Jequitinhonha;MG;5055;5465;5762;7127;8310;10599;10593;2283
3135902;Jesuânia;MG;1038;1203;1293;1567;1914;2583;2582;668
3136009;Joaíma;MG;3827;4241;3449;4150;4681;6211;6205;1524
3136108;Joanésia;MG;1519;1551;1645;1674;1681;2529;2528;847
3136207;João Monlevade;MG;13143;15014;17449;22171;29255;33193;33179;3924
3136306;João Pinheiro;MG;10984;12073;10964;13586;17082;21814;21803;4721
3136405;Joaquim Felício;MG;985;928;963;1241;1462;2192;2190;728
3136504;Jordânia;MG;2045;2376;2479;3028;3472;4281;4280;808
3136520;José Gonçalves de Minas;MG;;;967;1147;1384;2182;2182;798
3136553;José Raydan;MG;;;911;1302;1576;2109;2109;533
3136579;Josenópolis;MG;;;945;1209;1232;1998;1994;762
3136603;Nova União;MG;1059;1186;1382;1680;2172;3421;3415;1243
3136652;Juatuba;MG;;3043;4351;6823;10650;15890;15884;5234
3136702;Juiz de Fora;MG;100498;116425;132783;170666;210953;267529;267424;56471
3136801;Juramento;MG;1329;1435;915;1204;1384;2268;2268;884
3136900;Juruaia;MG;1533;1741;1957;2823;4009;5008;5007;998
3136959;Juvenília;MG;;;1538;1514;1836;2758;2740;904
3137007;Ladainha;MG;3348;3317;3506;4270;4706;6241;6239;1533
3137106;Lagamar;MG;2054;2210;2238;2667;2781;3983;3982;1201
3137205;Lagoa da Prata;MG;7443;8811;10527;14036;18388;21368;21351;2963
3137304;Lagoa dos Patos;MG;859;973;1020;1192;1206;1901;1899;693
3137403;Lagoa Dourada;MG;2062;2339;2629;3278;4109;5220;5220;1111
3137502;Lagoa Formosa;MG;3931;4291;4745;5618;7046;9366;9363;2317
3137536;Lagoa Grande;MG;;1686;2079;2807;3389;4195;4186;797
3137601;Lagoa Santa;MG;6881;8652;9925;15748;27431;34696;34681;7250
3137700;Lajinha;MG;3983;4074;5095;6139;7644;9751;9747;2103
3137809;Lambari;MG;4145;4778;5264;6426;7577;10576;10570;2993
3137908;Lamim;MG;776;825;895;1068;1192;1719;1719;527
3138005;Laranjal;MG;1567;1637;1768;2093;2294;3273;3268;974
3138104;Lassance;MG;1479;1507;1732;1985;2556;3361;3358;802
3138203;Lavras;MG;16278;19216;21776;28994;38931;47161;47151;8220
3138302;Leandro Ferreira;MG;735;805;899;1019;1210;1981;1981;771
3138351;Leme do Prado;MG;;;1044;1330;1526;2258;2258;732
3138401;Leopoldina;MG;11224;12414;14070;16508;19187;24327;24314;5127
3138500;Liberdade;MG;1384;1527;1562;1714;1812;3083;3081;1269
3138609;Lima Duarte;MG;3621;3973;4420;5395;6876;9894;9893;3017
3138625;Limeira do Oeste;MG;;1797;1844;2283;3320;4002;4001;681
3138658;Lontra;MG;;1486;1542;2334;3028;4355;4354;1326
3138674;Luisburgo;MG;;;1602;1898;2436;3073;3068;632
3138682;Luislândia;MG;;;1270;1700;1981;2722;2719;738
3138708;Luminárias;MG;1338;1498;1575;1773;2122;2849;2845;723
3138807;Luz;MG;4204;4622;4887;5832;6769;9209;9208;2439
3138906;Machacalis;MG;1429;1616;1763;2182;2434;3390;3389;955
3139003;Machado;MG;7307;8105;9201;11482;13105;16527;16521;3416
3139102;Madre de Deus de Minas;MG;925;1069;1236;1526;1914;2831;2830;916
3139201;Malacacheta;MG;7544;7463;4659;5411;6424;8545;8543;2119
3139250;Mamonas;MG;;1547;1622;1982;2352;3546;3545;1193
3139300;Manga;MG;9517;6365;4630;5123;6117;8172;8170;2053
3139409;Manhuaçu;MG;17537;17175;17586;24221;33275;40144;40129;6854
3139508;Manhumirim;MG;6586;5664;5534;6782;7653;9735;9732;2079
3139607;Mantena;MG;9178;8485;7703;8958;10157;13002;13001;2844
3139706;Maravilhas;MG;1207;1436;1551;2056;2527;3085;3084;557
3139805;Mar de Espanha;MG;2549;2854;3137;3893;4768;6142;6141;1373
3139904;Maria da Fé;MG;2925;3291;3472;3965;4782;5749;5743;961
3140001;Mariana;MG;8413;9415;11703;15881;21714;28477;28452;6738
3140100;Marilac;MG;1035;1088;1108;1310;1565;1940;1939;374
3140159;Mário Campos;MG;;;2719;3873;5434;7155;7145;1711
3140209;Maripá de Minas;MG;605;697;744;891;1233;1542;1540;307
3140308;Marliéria;MG;786;920;1065;1250;1712;2665;2665;953
3140407;Marmelópolis;MG;678;778;849;909;1189;1618;1617;428
3140506;Martinho Campos;MG;2900;3081;3369;4084;5315;7978;7975;2660
3140530;Martins Soares;MG;;;1512;2206;2997;3689;3689;692
3140555;Mata Verde;MG;;1435;1767;2227;2914;3413;3413;499
3140605;Materlândia;MG;1013;1053;1128;1286;1417;1999;1998;581
3140704;Mateus Leme;MG;6315;5282;6535;8569;13856;20855;20848;6992
3140803;Matias Barbosa;MG;2599;3051;3353;4237;5234;6662;6652;1418
3140852;Matias Cardoso;MG;;1831;1802;2500;2885;4096;4073;1188
3140902;Matipó;MG;3163;3309;4011;5028;6209;8077;8077;1868
3141009;Mato Verde;MG;4396;4186;3438;3993;4630;6441;6440;1810
3141108;Matozinhos;MG;5222;6375;7622;9878;13310;16224;16222;2912
3141207;Matutina;MG;1104;1159;1226;1394;1575;2054;2053;478
3141306;Medeiros;MG;758;835;903;1127;1428;1904;1904;476
3141405;Medina;MG;4712;4854;5312;6120;7244;9589;9584;2340
3141504;Mendes Pimentel;MG;2449;2468;1706;2076;2240;2962;2962;722
3141603;Mercês;MG;2393;2525;2753;3306;4065;5313;5311;1246
3141702;Mesquita;MG;4242;1474;1659;1810;1837;3084;3080;1243
3141801;Minas Novas;MG;6398;6726;6229;7486;8231;12448;12445;4214
3141900;Minduri;MG;858;937;985;1135;1353;1753;1751;398
3142007;Mirabela;MG;3157;3195;2907;3750;4539;6562;6559;2020
3142106;Miradouro;MG;2325;2408;2672;3287;3531;4595;4595;1064
3142205;Miraí;MG;3503;3975;3383;4135;4990;6199;6199;1209
3142254;Miravânia;MG;;;921;1189;1354;1920;1920;566
3142304;Moeda;MG;950;1036;1193;1483;1857;3124;3124;1267
3142403;Moema;MG;1361;1596;1836;2283;2824;3894;3892;1068
3142502;Monjolos;MG;615;581;611;690;828;1275;1275;447
3142601;Monsenhor Paulo;MG;1660;1772;2042;2523;3004;4092;4089;1085
3142700;Montalvânia;MG;3289;3453;3622;4405;4796;6653;6651;1855
3142809;Monte Alegre de Minas;MG;4814;5397;5515;6766;7826;10054;10043;2217
3142908;Monte Azul;MG;8040;6797;6149;6951;7727;11117;11117;3390
3143005;Monte Belo;MG;3269;3372;3633;4132;4888;6587;6581;1693
3143104;Monte Carmelo;MG;8862;11008;12552;14982;18237;22263;22234;3997
3143153;Monte Formoso;MG;;;978;1229;1454;2054;2054;600
3143203;Monte Santo de Minas;MG;5043;5512;6221;7093;7973;10620;10618;2645
3143302;Montes Claros;MG;54168;63019;76019;104184;144797;180088;180038;35241
3143401;Monte Sião;MG;3902;4618;5060;6912;9215;11703;11690;2475
3143450;Montezuma;MG;;1334;1390;1897;2267;3469;3466;1199
3143500;Morada Nova de Minas;MG;1655;1897;2190;2805;3432;5051;5049;1617
3143609;Morro da Garça;MG;701;712;731;809;917;1341;1341;424
3143708;Morro do Pilar;MG;910;961;999;1069;1117;1864;1864;747
3143807;Munhoz;MG;1330;1550;1753;1948;2671;3976;3971;1300
3143906;Muriaé;MG;21214;23643;25976;32834;39416;50560;50551;11135
3144003;Mutum;MG;6296;6443;7042;8510;10226;13452;13450;3224
3144102;Muzambinho;MG;4530;5097;5794;6564;8154;10829;10827;2673
3144201;Nacip Raydan;MG;866;845;873;920;925;1269;1268;343
3144300;Nanuque;MG;10108;10576;11255;12891;13272;16843;16839;3567
3144359;Naque;MG;;;1395;1837;2180;2699;2699;519
3144375;Natalândia;MG;;;842;1043;1299;1672;1672;373
3144409;Natércia;MG;1099;1202;1337;1571;1814;2368;2368;554
3144508;Nazareno;MG;1604;1775;1913;2450;2976;4364;4363;1387
3144607;Nepomuceno;MG;5740;6264;6589;7851;8845;11875;11872;3027
3144656;Ninheira;MG;;;2041;2589;3313;4306;4302;989
3144672;Nova Belém;MG;;;1143;1175;1181;1733;1733;552
3144706;Nova Era;MG;3768;4202;4508;5211;6224;7491;7485;1261
3144805;Nova Lima;MG;11977;14068;16801;24216;39805;48249;48224;8419
3144904;Nova Módica;MG;953;1023;1084;1167;1414;1969;1969;555
3145000;Nova Ponte;MG;2346;2079;2598;3959;5100;6265;6262;1162
3145059;Nova Porteirinha;MG;;;1703;2032;2254;3040;3038;784
3145109;Nova Resende;MG;2970;3383;3955;4923;5941;7862;7861;1920
3145208;Nova Serrana;MG;4188;6972;9779;22002;36992;42920;42898;5906
3145307;Novo Cruzeiro;MG;6333;5726;6786;7952;9071;12321;12311;3240
3145356;Novo Oriente de Minas;MG;;;2087;3022;3691;4774;4772;1081
3145372;Novorizonte;MG;;;1150;1420;1618;2506;2506;888
3145406;Olaria;MG;553;589;640;670;751;1187;1187;436
3145455;Olhos-d'Água;MG;;;999;1481;1943;2943;2942;999
3145505;Olímpio Noronha;MG;438;506;599;799;942;1304;1303;361
3145604;Oliveira;MG;7703;8911;9995;12053;14114;18367;18360;4246
3145703;Oliveira Fortes;MG;551;605;606;670;758;1099;1099;341
3145802;Onça de Pitangui;MG;680;700;815;928;1118;1918;1917;799
3145851;Oratórios;MG;;;1042;1285;1658;2031;2030;372
3145877;Orizânia;MG;;;1661;2204;3015;3699;3699;684
3145901;Ouro Branco;MG;6446;7511;7858;10394;13657;17180;17177;3520
3146008;Ouro Fino;MG;7420;7756;8423;10449;12246;16197;16186;3940
3146107;Ouro Preto;MG;13820;14792;16743;20351;26578;37216;37204;10626
3146206;Ouro Verde de Minas;MG;1725;1808;1548;1700;1984;2518;2518;534
3146255;Padre Carvalho;MG;;;1116;1406;1637;2342;2342;705
3146305;Padre Paraíso;MG;3543;3860;4154;4993;5955;7539;7535;1580
3146404;Paineiras;MG;1427;1535;1561;1671;1780;2478;2473;693
3146503;Pains;MG;2064;2244;2292;2640;3043;3907;3907;864
3146552;Pai Pedro;MG;;;1347;1640;1978;2871;2870;892
3146602;Paiva;MG;347;405;450;525;580;802;801;221
3146701;Palma;MG;1717;1881;1873;2054;2149;2973;2972;823
3146750;Palmópolis;MG;;1664;1903;2076;2368;3143;3134;766
3146909;Papagaios;MG;2043;2689;3114;4041;4768;5591;5583;815
3147006;Paracatu;MG;13735;15963;18676;23877;32736;39681;39665;6929
3147105;Pará de Minas;MG;14357;17411;19534;25503;35488;41384;41369;5881
3147204;Paraguaçu;MG;4068;4630;5147;6284;7705;9814;9810;2105
3147303;Paraisópolis;MG;3727;4363;4972;6375;7878;10554;10553;2675
3147402;Paraopeba;MG;3876;4570;5384;6682;8773;11111;11110;2337
3147501;Passabém;MG;392;490;503;557;610;954;954;344
3147600;Passa Quatro;MG;3147;3592;3977;4802;5595;7142;7141;1546
3147709;Passa Tempo;MG;1998;2170;2376;2721;3257;4705;4700;1443
3147808;Passa Vinte;MG;557;598;629;702;890;1450;1450;560
3147907;Passos;MG;21294;24580;27253;33293;41262;51146;51134;9872
3147956;Patis;MG;;;1128;1525;1672;2621;2620;948
3148004;Patos de Minas;MG;25608;30364;35402;45694;61097;77072;77047;15950
3148103;Patrocínio;MG;14459;17425;19630;25423;31745;38490;38469;6724
3148202;Patrocínio do Muriaé;MG;1155;1241;1414;1798;2194;2978;2978;784
3148301;Paula Cândido;MG;1827;2083;2237;2681;3092;4344;4342;1250
3148400;Paulistas;MG;1150;1131;1177;1334;1522;2031;2029;507
3148509;Pavão;MG;2430;2614;2190;2487;2730;3598;3595;865
3148608;Peçanha;MG;4413;4662;4075;4896;5629;7355;7353;1724
3148707;Pedra Azul;MG;4582;5195;5515;6553;7450;9176;9169;1719
3148756;Pedra Bonita;MG;;;1441;1778;2365;2798;2797;432
3148806;Pedra do Anta;MG;923;983;1040;1083;1265;1740;1738;473
3148905;Pedra do Indaiá;MG;1034;1133;1172;1327;1533;2206;2205;672
3149002;Pedra Dourada;MG;352;415;494;680;1004;1280;1280;276
3149101;Pedralva;MG;2502;2762;3039;3408;3885;5136;5132;1247
3149150;Pedras de Maria da Cruz;MG;;1611;1896;2726;3497;5522;5507;2010
3149200;Pedrinópolis;MG;1021;1212;965;1137;1223;1800;1799;576
3149309;Pedro Leopoldo;MG;9648;11767;13975;17545;22633;27200;27180;4547
3149408;Pedro Teixeira;MG;353;428;488;586;722;1081;1081;359
3149507;Pequeri;MG;712;805;843;1044;1290;1675;1675;385
3149606;Pequi;MG;805;937;1023;1332;1553;2312;2310;757
3149705;Perdigão;MG;1168;1354;1630;2736;4467;6540;6539;2072
3149804;Perdizes;MG;2776;2840;3488;4426;5936;8201;8195;2259
3149903;Perdões;MG;4129;4779;5283;6346;7773;9725;9721;1948
3149952;Periquito;MG;;;1861;2011;2293;3074;3072;779
3150000;Pescador;MG;885;939;976;1171;1270;1702;1697;427
3150109;Piau;MG;758;828;830;939;1088;1822;1821;733
3150158;Piedade de Caratinga;MG;;;1367;2146;3187;4086;4082;895
3150208;Piedade de Ponte Nova;MG;958;934;994;1153;1322;1595;1591;269
3150307;Piedade do Rio Grande;MG;1266;1306;1425;1616;1842;2817;2817;975
3150406;Piedade dos Gerais;MG;986;1092;1244;1558;1964;3309;3308;1344
3150505;Pimenta;MG;1691;1996;2235;2722;3314;4641;4641;1327
3150539;Pingo-d'Água;MG;;;919;1303;1635;1931;1924;289
3150570;Pintópolis;MG;;;1395;1858;2276;2971;2970;694
3150604;Piracema;MG;1552;1699;1842;2123;2614;4091;4091;1477
3150703;Pirajuba;MG;840;813;831;1518;2043;2443;2424;381
3150802;Piranga;MG;3526;3819;3959;4582;5892;7885;7881;1989
3150901;Piranguçu;MG;1082;1206;1347;1610;2202;3074;3074;872
3151008;Piranguinho;MG;1469;1665;1962;2412;3217;4463;4462;1245
3151107;Pirapetinga;MG;2236;2831;2948;3490;4244;5258;5256;1012
3151206;Pirapora;MG;9741;11347;12239;15159;19076;23381;23362;4286
3151305;Piraúba;MG;2232;2626;2955;3481;4318;5523;5520;1202
3151404;Pitangui;MG;4732;5617;6012;7626;9528;12151;12150;2622
3151503;Piumhi;MG;6782;7678;8604;10680;13801;16390;16386;2585
3151602;Planura;MG;1846;2111;2351;3294;4063;5727;5725;1662
3151701;Poço Fundo;MG;3552;3924;4387;5122;6118;8118;8117;1999
3151800;Poços de Caldas;MG;29045;34167;39796;50508;63169;79802;79779;16610
3151909;Pocrane;MG;2729;2753;2764;3021;3265;4520;4520;1255
3152006;Pompéu;MG;4829;5764;6726;8564;11154;15199;15195;4041
3152105;Ponte Nova;MG;13176;14576;14720;17672;21250;25600;25595;4345
3152131;Ponto Chique;MG;;;808;1104;1272;1871;1870;598
3152170;Ponto dos Volantes;MG;;;2434;3066;3750;4776;4774;1024
3152204;Porteirinha;MG;11260;11681;9049;11024;13668;17813;17807;4139
3152303;Porto Firme;MG;1926;2105;2250;2868;3709;4959;4959;1250
3152402;Poté;MG;3306;3437;3586;4562;5052;6939;6936;1884
3152501;Pouso Alegre;MG;20451;24474;29532;40448;55931;70782;70725;14794
3152600;Pouso Alto;MG;1472;1702;1866;1986;2472;3371;3371;899
3152709;Prados;MG;1724;1865;2074;2586;3261;4585;4585;1324
3152808;Prata;MG;5468;5700;6693;8428;10439;14552;14534;4095
3152907;Pratápolis;MG;2533;2683;2813;3072;3312;4405;4402;1090
3153004;Pratinha;MG;712;807;915;1136;1355;1925;1924;569
3153103;Presidente Bernardes;MG;1357;1274;1402;1604;1778;2586;2585;807
3153202;Presidente Juscelino;MG;925;1046;1070;1177;1315;2100;2100;785
3153301;Presidente Kubitschek;MG;561;585;623;760;972;1287;1286;314
3153400;Presidente Olegário;MG;5497;4578;5217;6333;7318;10622;10620;3302
3153509;Alto Jequitibá;MG;1897;2022;2354;2736;3249;4203;4203;954
3153608;Prudente de Morais;MG;1508;1899;1986;2702;3961;4978;4978;1017
3153707;Quartel Geral;MG;833;918;917;1118;1302;2041;2037;735
3153806;Queluzito;MG;416;489;507;602;678;1090;1089;411
3153905;Raposos;MG;3104;3431;3515;4379;5594;6724;6723;1129
3154002;Raul Soares;MG;6839;7393;6635;7727;8894;11362;11354;2460
3154101;Recreio;MG;2762;2955;3052;3511;3896;4682;4682;786
3154150;Reduto;MG;;;1528;1953;2790;3799;3798;1008
3154200;Resende Costa;MG;2233;2574;2849;3499;4264;6136;6136;1872
3154309;Resplendor;MG;4495;4897;5027;5778;6604;8617;8615;2011
3154408;Ressaquinha;MG;2204;1180;1238;1440;1640;2240;2239;599
3154457;Riachinho;MG;;1722;1899;2338;2576;3575;3573;997
3154507;Riacho dos Machados;MG;2001;2148;2001;2313;2761;3683;3682;921
3154606;Ribeirão das Neves;MG;31352;46368;62242;85213;113092;135463;135387;22295
3154705;Ribeirão Vermelho;MG;905;940;986;1215;1470;1901;1901;431
3154804;Rio Acima;MG;1549;1851;1912;2632;3646;5469;5467;1821
3154903;Rio Casca;MG;3414;3586;3843;4287;4686;6032;6031;1345
3155009;Rio Doce;MG;592;626;640;776;921;1291;1291;370
3155108;Rio do Prado;MG;2805;1333;1321;1553;1731;2304;2303;572
3155207;Rio Espera;MG;1742;1776;1834;1830;2064;3194;3194;1130
3155306;Rio Manso;MG;1108;1110;1272;1698;2177;3795;3792;1615
3155405;Rio Novo;MG;2748;3124;2421;2808;3115;4136;4110;995
3155504;Rio Paranaíba;MG;2522;3001;3405;3879;5619;7663;7660;2041
3155603;Rio Pardo de Minas;MG;9617;8970;5952;7556;9260;13089;13086;3826
3155702;Rio Piracicaba;MG;3068;3402;3607;4366;5281;6671;6666;1385
3155801;Rio Pomba;MG;3680;4091;4555;5485;6773;8758;8753;1980
3155900;Rio Preto;MG;1802;1983;1487;1755;2034;3049;3048;1014
3156007;Rio Vermelho;MG;3184;3313;3411;3776;4344;6130;6129;1785
3156106;Ritápolis;MG;1342;1433;1519;1691;1984;2941;2941;957
3156205;Rochedo de Minas;MG;398;511;557;703;836;1122;1121;285
3156304;Rodeiro;MG;886;1098;1457;2046;3081;3530;3529;448
3156403;Romaria;MG;831;921;1045;1142;1207;1782;1782;575
3156452;Rosário da Limeira;MG;;;1038;1421;1888;2412;2412;524
3156502;Rubelita;MG;2112;2018;2277;2238;2120;3410;3409;1289
3156601;Rubim;MG;2496;2518;2619;3072;3395;4411;4406;1011
3156700;Sabará;MG;20084;24436;29413;36493;45809;55960;55948;10139
3156809;Sabinópolis;MG;3513;3859;4015;4669;5199;6818;6815;1616
3156908;Sacramento;MG;5120;5650;6102;7623;9701;12933;12925;3224
3157005;Salinas;MG;10931;11782;9300;11804;14892;20013;20010;5118
3157104;Salto da Divisa;MG;1580;1651;1655;1981;2106;2609;2607;501
3157203;Santa Bárbara;MG;5561;6218;5911;8006;10596;13166;13158;2562
3157252;Santa Bárbara do Leste;MG;;1591;1879;2362;3066;3774;3774;708
3157278;Santa Bárbara do Monte Verde;MG;;;678;946;1209;2137;2135;926
3157302;Santa Bárbara do Tugúrio;MG;1178;1130;1268;1385;1565;2189;2189;624
3157336;Santa Cruz de Minas;MG;;;1927;2520;2944;3398;3397;453
3157377;Santa Cruz de Salinas;MG;;;1187;1283;1455;2321;2319;864
3157401;Santa Cruz do Escalvado;MG;1477;1389;1415;1573;1724;2441;2441;717
3157500;Santa Efigênia de Minas;MG;982;1013;1097;1327;1470;1991;1988;518
3157609;Santa Fé de Minas;MG;894;820;987;1160;1236;1977;1977;741
3157658;Santa Helena de Minas;MG;;;1324;1613;1925;2503;2503;578
3157708;Santa Juliana;MG;1807;2260;2356;3451;5379;6216;6209;830
3157807;Santa Luzia;MG;30602;36891;46940;58366;75910;90279;90253;14343
3157906;Santa Margarida;MG;2826;3184;3489;4321;5565;6630;6627;1062
3158003;Santa Maria de Itabira;MG;2188;2324;2439;2872;3435;4721;4721;1286
3158102;Santa Maria do Salto;MG;1128;1162;1272;1602;1786;2462;2459;673
3158201;Santa Maria do Suaçuí;MG;3935;4195;3444;4150;4558;6269;6267;1709
3158300;Santana da Vargem;MG;1512;1697;1909;2203;2347;3040;3038;691
3158409;Santana de Cataguases;MG;888;893;977;1214;1326;1853;1852;526
3158508;Santana de Pirapama;MG;2008;2044;2182;2521;2770;4669;4664;1894
3158607;Santana do Deserto;MG;774;817;977;1175;1326;1872;1870;544
3158706;Santana do Garambéu;MG;369;423;485;667;779;1162;1162;383
3158805;Santana do Jacaré;MG;976;1137;1214;1510;1625;2101;2100;475
3158904;Santana do Manhuaçu;MG;1989;1891;2161;2557;3160;3972;3971;811
3158953;Santana do Paraíso;MG;;3610;4582;7905;16720;20217;20215;3495
3159001;Santana do Riacho;MG;786;887;998;1288;1956;3637;3637;1681
3159100;Santana dos Montes;MG;924;992;1030;1150;1304;2033;2031;727
3159209;Santa Rita de Caldas;MG;2402;2651;2759;3118;3356;4613;4612;1256
3159308;Santa Rita de Jacutinga;MG;1377;1484;1576;1775;1905;3135;3134;1229
3159357;Santa Rita de Minas;MG;;1183;1535;2036;2498;3296;3296;798
3159407;Santa Rita de Ibitipoca;MG;893;929;1004;1098;1200;1926;1925;725
3159506;Santa Rita do Itueto;MG;1351;1504;1588;1788;2203;3077;3077;874
3159605;Santa Rita do Sapucaí;MG;6211;7424;8284;11267;14172;17718;17709;3537
3159704;Santa Rosa da Serra;MG;745;774;901;1066;1206;1738;1738;532
3159803;Santa Vitória;MG;4375;4758;4990;6144;8276;11123;11114;2838
3159902;Santo Antônio do Amparo;MG;3133;3599;3956;5049;5993;7423;7418;1425
3160009;Santo Antônio do Aventureiro;MG;905;988;1033;1205;1455;1935;1934;479
3160108;Santo Antônio do Grama;MG;992;1058;1109;1240;1498;1847;1846;348
3160207;Santo Antônio do Itambé;MG;898;989;1022;1075;1340;1874;1871;531
3160306;Santo Antônio do Jacinto;MG;2535;2483;2839;3587;3782;4941;4938;1156
3160405;Santo Antônio do Monte;MG;4799;5698;6717;8365;10148;13692;13683;3535
3160454;Santo Antônio do Retiro;MG;;;1404;1798;2202;3239;3239;1037
3160504;Santo Antônio do Rio Abaixo;MG;410;408;447;533;651;1030;1030;379
3160603;Santo Hipólito;MG;864;896;916;1040;1107;1787;1784;677
3160702;Santos Dumont;MG;10837;11942;12791;14690;15930;20570;20565;4635
3160801;São Bento Abade;MG;575;727;918;1316;1593;1834;1829;236
3160900;São Brás do Suaçuí;MG;776;876;889;1103;1491;2225;2225;734
3160959;São Domingos das Dores;MG;;;1228;1562;1944;2502;2501;557
3161007;São Domingos do Prata;MG;4298;4505;4698;5362;6639;9108;9104;2465
3161056;São Félix de Minas;MG;;;885;1055;1250;1627;1627;377
3161106;São Francisco;MG;13438;10924;10648;13530;16489;21593;21585;5096
3161205;São Francisco de Paula;MG;1367;1483;1624;1980;2288;3149;3149;861
3161304;São Francisco de Sales;MG;1299;1485;1632;2042;2309;3051;3049;740
3161403;São Francisco do Glória;MG;1496;1382;1500;1617;1798;2374;2373;575
3161502;São Geraldo;MG;2037;2031;2221;3221;3943;4981;4981;1038
3161601;São Geraldo da Piedade;MG;922;1077;1152;1243;1259;1625;1620;361
3161650;São Geraldo do Baixio;MG;;;837;1147;1280;1779;1778;498
3161700;São Gonçalo do Abaeté;MG;2369;2374;1570;2017;2691;4429;4429;1738
3161809;São Gonçalo do Pará;MG;1944;2140;2267;3335;4319;6346;6344;2025
3161908;São Gonçalo do Rio Abaixo;MG;1699;1895;1983;2757;3946;5724;5720;1774
3162005;São Gonçalo do Sapucaí;MG;4752;5200;5823;7143;8358;10606;10601;2243
3162104;São Gotardo;MG;5191;6163;7855;10018;14386;17091;17082;2696
3162203;São João Batista do Glória;MG;1427;1540;1823;2283;2808;3840;3839;1031
3162252;São João da Lagoa;MG;;;1149;1446;1848;3128;3122;1274
3162302;São João da Mata;MG;626;700;789;906;1144;1567;1566;422
3162401;São João da Ponte;MG;6210;4935;5538;6608;7897;11009;11002;3105
3162450;São João das Missões;MG;;;1950;2548;3600;4593;4593;993
3162500;São João del Rei;MG;18134;20023;22044;27327;34506;45605;45602;11096
3162559;São João do Manhuaçu;MG;;1868;2226;3049;3922;4629;4629;707
3162575;São João do Manteninha;MG;;1184;1304;1713;2119;2877;2862;743
3162609;São João do Oriente;MG;1910;2074;2297;2525;2774;3743;3738;964
3162658;São João do Pacuí;MG;;;851;1144;1438;1996;1995;557
