cod_mun;mun;uf;dppo 1991;dppo 1996;dppo 2000;dppo 2010;dppo 2022;Particular 2022;Particular permanente 2022;Particular permanente não ocupado 2022
2511905;Pitimbu;PB;2010;2683;3376;4732;5403;12820;12817;7414
2512002;Pocinhos;PB;3105;3303;3681;4787;5759;7850;7848;2089
2512036;Poço Dantas;PB;;;826;992;1277;1686;1686;409
2512077;Poço de José de Moura;PB;;;880;1187;1450;1922;1922;472
2512101;Pombal;PB;8574;9207;8001;9291;11299;15171;15166;3867
2512200;Prata;PB;816;845;953;1157;1428;1894;1891;463
2512309;Princesa Isabel;PB;4502;4900;4363;6041;7352;9915;9911;2559
2512408;Puxinanã;PB;2430;2582;2912;3679;4802;6174;6174;1372
2512507;Queimadas;PB;7123;7878;9139;12008;16565;21384;21378;4813
2512606;Quixaba;PB;325;324;318;439;574;916;913;339
2512705;Remígio;PB;3740;3876;3733;5004;5974;7920;7919;1945
2512721;Pedro Régis;PB;;;1275;1725;1948;2689;2688;740
2512747;Riachão;PB;;;668;930;1016;1387;1387;371
2512754;Riachão do Bacamarte;PB;;;1019;1281;1597;2046;2046;449
2512762;Riachão do Poço;PB;;;902;1172;1597;2008;2007;410
2512788;Riacho de Santo Antônio;PB;;;309;480;657;858;855;198
2512804;Riacho dos Cavalos;PB;1863;1812;1833;2226;2832;3807;3806;974
2512903;Rio Tinto;PB;5932;6333;5753;6635;8204;10078;10068;1864
2513000;Salgadinho;PB;555;620;653;958;1110;1542;1542;432
2513109;Salgado de São Félix;PB;2848;3007;3126;3552;4067;5362;5357;1290
2513158;Santa Cecília;PB;;;1496;1813;2622;3605;3602;980
2513208;Santa Cruz;PB;1530;1548;1592;1906;2053;2684;2683;630
2513307;Santa Helena;PB;1315;1448;1553;1666;2078;2863;2859;781
2513356;Santa Inês;PB;;;788;928;1057;1517;1512;455
2513406;Santa Luzia;PB;2892;3184;3595;4362;5259;6717;6716;1457
2513505;Santana de Mangueira;PB;1242;1173;1251;1414;1616;2377;2372;756
2513604;Santana dos Garrotes;PB;1657;1647;1836;2006;2301;3179;3177;876
2513653;Joca Claudino;PB;;;613;753;875;1120;1120;245
2513703;Santa Rita;PB;20233;23986;28294;33579;49517;59840;59792;10275
2513802;Santa Teresinha;PB;929;964;1030;1265;1486;2149;2148;662
2513851;Santo André;PB;;;714;798;997;1411;1409;412
2513901;São Bento;PB;4357;5344;6155;8467;10940;13437;13433;2493
2513927;São Bentinho;PB;;;904;1201;1491;1980;1980;489
2513943;São Domingos do Cariri;PB;;;552;717;920;1373;1373;453
2513968;São Domingos;PB;;;605;829;921;1234;1233;312
2513984;São Francisco;PB;;;885;1006;1120;1411;1411;291
2514008;São João do Cariri;PB;1828;1994;1238;1317;1526;2258;2254;728
2514107;São João do Tigre;PB;1010;1126;1227;1447;1701;2672;2670;969
2514206;São José da Lagoa Tapada;PB;1611;1757;1776;2223;2529;3353;3353;824
2514305;São José de Caiana;PB;958;1073;1200;1468;1675;2371;2371;696
2514404;São José de Espinharas;PB;1154;1062;1157;1306;1344;2045;2038;694
2514453;São José dos Ramos;PB;;;1138;1530;1956;2476;2467;511
2514503;São José de Piranhas;PB;3729;3870;4355;5379;6659;8946;8946;2287
2514552;São José de Princesa;PB;;;1085;1103;1173;1762;1760;587
2514602;São José do Bonfim;PB;578;635;690;882;1100;1656;1655;555
2514651;São José do Brejo do Cruz;PB;;;314;424;542;716;715;173
2514701;São José do Sabugi;PB;839;878;955;1138;1412;1804;1801;389
2514800;São José dos Cordeiros;PB;1405;1350;1101;1262;1288;1945;1945;657
2514909;São Mamede;PB;1825;1970;2025;2351;2673;3740;3740;1067
2515005;São Miguel de Taipu;PB;858;910;1400;1780;2281;3158;3157;876
2515104;São Sebastião de Lagoa de Roça;PB;1906;2192;2414;3128;3764;4732;4724;960
2515203;São Sebastião do Umbuzeiro;PB;1112;1189;848;1046;1260;1923;1922;662
2515302;Sapé;PB;12532;12865;11497;14061;16897;20095;20079;3182
2515401;São Vicente do Seridó;PB;1520;1693;1937;2628;3405;4386;4386;981
2515500;Serra Branca;PB;3328;3549;3393;4101;5054;7047;7043;1989
2515609;Serra da Raiz;PB;825;843;849;898;1000;1337;1337;337
2515708;Serra Grande;PB;537;588;644;861;1046;1490;1489;443
2515807;Serra Redonda;PB;1738;1892;2029;2197;2430;3370;3368;938
2515906;Serraria;PB;2025;1938;1555;1719;1636;2301;2301;665
2515930;Sertãozinho;PB;;;913;1287;1716;2241;2241;525
2515971;Sobrado;PB;;;1649;2039;2762;3525;3525;763
2516003;Solânea;PB;7216;8303;7542;7682;9096;12002;11997;2901
2516102;Soledade;PB;2415;2538;2970;3947;4780;6425;6423;1643
2516151;Sossêgo;PB;;;652;920;1160;1604;1604;444
2516201;Sousa;PB;16545;17948;15476;18785;22551;28606;28566;6015
2516300;Sumé;PB;4019;4252;4223;5330;6633;8976;8974;2341
2516409;Tacima;PB;2324;2296;2352;2588;2728;3769;3761;1033
2516508;Taperoá;PB;3255;3351;3285;4251;4973;7317;7314;2341
2516607;Tavares;PB;2792;2953;3072;3803;4796;6888;6886;2090
2516706;Teixeira;PB;3700;3952;2916;4017;5027;6730;6725;1698
2516755;Tenório;PB;;;565;764;1076;1451;1449;373
2516805;Triunfo;PB;2151;2419;2152;2563;3172;4038;4033;861
2516904;Uiraúna;PB;4174;4432;3430;4260;5096;6751;6748;1652
2517001;Umbuzeiro;PB;3412;3485;2133;2616;2998;4127;4119;1121
2517100;Várzea;PB;481;524;549;796;991;1352;1352;361
2517209;Vieirópolis;PB;;;1133;1417;1622;2214;2212;590
2517407;Zabelê;PB;;;513;673;835;1282;1279;444
2600054;Abreu e Lima;PE;17198;19247;22672;28166;34672;41637;41623;6951
2600104;Afogados da Ingazeira;PE;6924;7831;8707;10886;14825;20036;20028;5203
2600203;Afrânio;PE;2720;3019;3406;4740;5813;8389;8385;2572
2600302;Agrestina;PE;4264;4574;5300;6880;8551;11503;11494;2943
2600401;Água Preta;PE;7650;5410;6233;7840;8781;11868;11852;3071
2600500;Águas Belas;PE;8589;8375;8678;10880;13433;21175;21167;7734
2600609;Alagoinha;PE;2594;2893;3317;4108;4882;6534;6532;1650
2600708;Aliança;PE;7524;7783;8299;10295;12258;14662;14654;2396
2600807;Altinho;PE;5895;5814;6138;7064;7896;11126;11124;3228
2600906;Amaraji;PE;4176;4524;5033;6194;6408;8619;8616;2208
2601003;Angelim;PE;2004;2038;2285;3002;3476;4503;4498;1022
2601052;Araçoiaba;PE;;;3405;4851;6292;7268;7266;974
2601102;Araripina;PE;12354;13954;16304;20639;27498;38893;38889;11391
2601201;Arcoverde;PE;12737;14386;16075;20191;27693;32375;32368;4675
2601300;Barra de Guabiraba;PE;2299;2462;2654;3358;4052;4768;4763;711
2601409;Barreiros;PE;7723;8227;8795;10663;13356;17239;17232;3876
2601508;Belém de Maria;PE;2623;3403;2711;3069;3410;4514;4513;1103
2601607;Belém do São Francisco;PE;4453;4514;4357;5045;5621;7817;7811;2190
2601706;Belo Jardim;PE;14570;17030;18358;22225;29197;39014;39000;9803
2601805;Betânia;PE;2353;2405;2655;3318;3774;5579;5573;1799
2601904;Bezerros;PE;13277;14103;16334;19297;23798;31847;31836;8038
2602001;Bodocó;PE;5598;5458;6864;8954;11130;15787;15771;4641
2602100;Bom Conselho;PE;9276;9749;10317;12676;15188;20424;20417;5229
2602209;Bom Jardim;PE;7919;8507;8991;10933;13250;17605;17594;4344
2602308;Bonito;PE;7985;8229;9290;10844;13257;16915;16909;3652
2602407;Brejão;PE;1941;1872;2130;2438;3049;3933;3930;881
2602506;Brejinho;PE;1582;1642;1798;2135;2882;4015;4010;1128
2602605;Brejo da Madre de Deus;PE;7313;8608;9686;13290;17173;24640;24624;7451
2602704;Buenos Aires;PE;2507;2692;2748;3573;4424;5398;5394;970
2602803;Buíque;PE;7821;8500;9797;13142;17119;22133;22119;5000
2602902;Cabo de Santo Agostinho;PE;27159;31686;37214;53435;71735;99210;99154;27419
2603009;Cabrobó;PE;4901;5510;6159;8211;9997;13049;13039;3042
2603108;Cachoeirinha;PE;3865;4013;4728;5873;7317;9427;9424;2107
2603207;Caetés;PE;4374;4392;5502;7004;9272;11530;11526;2254
2603306;Calçado;PE;2127;2418;2878;3134;3765;4942;4939;1174
2603405;Calumbi;PE;1473;1608;1793;1654;1795;2569;2569;774
2603454;Camaragibe;PE;21656;26098;32340;42280;53357;66563;66509;13152
2603504;Camocim de São Félix;PE;3385;3655;3985;5212;6305;7642;7640;1335
2603603;Camutanga;PE;1594;1720;1858;2264;2555;3145;3144;589
2603702;Canhotinho;PE;5502;5514;6093;6694;7838;9988;9986;2148
2603801;Capoeiras;PE;4168;4230;4432;5152;6031;7767;7759;1728
2603900;Carnaíba;PE;5491;4195;4425;5387;6798;10202;10201;3403
2603926;Carnaubeira da Penha;PE;;2238;2056;2616;3410;4844;4844;1434
2604007;Carpina;PE;14216;12726;15563;21448;27652;33270;33211;5559
2604106;Caruaru;PE;51286;59349;68341;96379;138486;178858;178771;40285
2604155;Casinhas;PE;;;3092;3642;4210;5456;5455;1245
2604205;Catende;PE;6924;7334;7535;10106;10858;13961;13951;3093
2604304;Cedro;PE;1723;1769;2065;2758;3403;4405;4404;1001
2604403;Chã de Alegria;PE;2224;2359;2529;3470;4384;5279;5278;894
2604502;Chã Grande;PE;3492;3807;4665;5916;7287;9462;9461;2174
2604601;Condado;PE;3985;4652;5204;6821;8301;9878;9863;1562
2604700;Correntes;PE;3660;3926;4065;4361;5159;6439;6424;1265
2604809;Cortês;PE;2584;2912;2961;3328;3611;4473;4472;861
2604908;Cumaru;PE;3890;4841;6236;5097;5675;7750;7742;2067
2605004;Cupira;PE;5577;5989;6169;7233;8469;10832;10828;2359
2605103;Custódia;PE;6516;6775;7714;10140;13447;18006;17994;4547
2605152;Dormentes;PE;;2780;3267;4655;5812;8276;8273;2461
2605202;Escada;PE;12065;13010;13730;18143;21041;25699;25684;4643
2605301;Exu;PE;6129;6472;7088;8191;10157;15074;15069;4912
2605400;Feira Nova;PE;4180;4382;4770;6240;7693;9843;9842;2149
2605459;Fernando de Noronha;PE;302;362;470;590;717;834;833;116
2605509;Ferreiros;PE;2241;2212;2464;3117;4937;6043;6043;1106
2605608;Flores;PE;5013;5206;5468;6736;7520;11289;11287;3767
2605707;Floresta;PE;6318;4669;5321;7230;9418;12545;12529;3111
2605806;Frei Miguelinho;PE;3466;3367;3634;4494;5143;7252;7248;2105
2605905;Gameleira;PE;4128;4585;5178;6959;6189;7744;7739;1550
2606002;Garanhuns;PE;23432;26485;29724;37401;49029;61312;61295;12266
2606101;Glória do Goitá;PE;5682;6055;6503;8273;10182;13425;13422;3240
2606200;Goiana;PE;13777;15111;17178;21498;27962;41409;41366;13404
2606309;Granito;PE;1129;1210;1317;1797;2257;3120;3114;857
2606408;Gravatá;PE;14652;15455;17952;23470;32074;49956;49939;17865
2606507;Iati;PE;3796;3555;3923;4799;5674;7692;7689;2015
2606606;Ibimirim;PE;5577;5636;5497;7034;8861;11399;11393;2532
2606705;Ibirajuba;PE;1790;1860;1943;2302;2641;3683;3683;1042
2606804;Igarassu;PE;16746;19323;20226;29713;40513;51049;51023;10510
2606903;Iguaracy;PE;2525;2687;2933;3624;4054;5892;5885;1831
2607000;Inajá;PE;4883;4919;2899;4167;7310;8474;8467;1157
2607109;Ingazeira;PE;956;1081;1134;1302;1692;2356;2355;663
2607208;Ipojuca;PE;9392;10421;13502;22065;33191;50192;50158;16967
2607307;Ipubi;PE;4174;4565;5179;7250;9330;12356;12351;3021
2607406;Itacuruba;PE;647;780;834;1143;1344;1950;1949;605
2607505;Itaíba;PE;5862;5664;6259;7024;10727;12056;12044;1317
2607604;Ilha de Itamaracá;PE;2237;2981;3710;5424;7778;25190;25171;17393
2607653;Itambé;PE;6914;7205;7903;9461;11542;14036;14033;2491
2607703;Itapetim;PE;3754;3820;4020;4487;5489;8301;8294;2805
2607752;Itapissuma;PE;3534;4206;4783;6465;8221;9529;9528;1307
2607802;Itaquitinga;PE;2877;3091;3386;4319;5143;6380;6378;1235
2607901;Jaboatão dos Guararapes;PE;111666;129999;151360;197168;235151;293978;293798;58647
2607950;Jaqueira;PE;;;2506;2941;3262;4087;4085;823
2608008;Jataúba;PE;3501;3942;3801;4648;5766;8549;8535;2769
2608057;Jatobá;PE;;;3051;3843;4687;6334;6322;1635
2608107;João Alfredo;PE;6239;6439;6952;9274;10271;14282;14281;4010
2608206;Joaquim Nabuco;PE;3194;3102;3608;4178;4378;5392;5392;1014
2608255;Jucati;PE;;2049;2352;2997;3812;4779;4776;964
2608305;Jupi;PE;4609;2838;3085;3976;5313;6641;6640;1327
2608404;Jurema;PE;2978;3110;3493;4178;4791;7041;7041;2250
2608453;Lagoa do Carro;PE;;2601;3155;4618;6337;7839;7838;1501
2608503;Lagoa de Itaenga;PE;3462;3896;4445;5834;6707;8375;8372;1665
2608602;Lagoa do Ouro;PE;2433;2499;2676;3416;4152;5413;5405;1253
2608701;Lagoa dos Gatos;PE;4066;3848;4184;4674;4967;7230;7229;2262
2608750;Lagoa Grande;PE;;;4398;6082;8055;10313;10291;2236
2608800;Lajedo;PE;7181;7690;8401;11035;13932;17660;17654;3722
2608909;Limoeiro;PE;12459;13675;14406;16418;20188;24830;24814;4626
2609006;Macaparana;PE;4519;5057;5270;6671;7957;9312;9305;1348
2609105;Machados;PE;1949;2142;2367;3593;3841;4699;4698;857
2609154;Manari;PE;;;2805;4147;6694;7477;7472;778
2609204;Maraial;PE;4479;4896;3037;3081;3094;4358;4354;1260
2609303;Mirandiba;PE;2501;2656;2815;3603;4467;6249;6247;1780
2609402;Moreno;PE;8738;9456;12190;16483;19595;23826;23747;4152
2609501;Nazaré da Mata;PE;5716;6396;7038;8680;10664;12644;12644;1980
2609600;Olinda;PE;77047;83467;94498;113328;127261;153155;152965;25704
2609709;Orobó;PE;4370;4831;5198;6353;7391;9719;9715;2324
2609808;Orocó;PE;2032;2121;2295;3399;4286;5844;5843;1557
2609907;Ouricuri;PE;14644;12512;12596;16591;21487;32007;31994;10507
2610004;Palmares;PE;12516;12767;13286;15534;18422;23714;23703;5281
2610103;Palmeirina;PE;1950;2134;2316;2334;2476;3383;3383;907
2610202;Panelas;PE;5936;6116;6151;7297;8199;11821;11816;3617
2610301;Paranatama;PE;2544;2845;2553;3133;4207;5452;5450;1243
2610400;Parnamirim;PE;3589;3903;4186;5086;6086;9105;9105;3019
2610509;Passira;PE;6371;6639;7284;8640;10376;13406;13404;3028
2610608;Paudalho;PE;8061;9001;10723;14214;18912;23622;23614;4702
2610707;Paulista;PE;48955;57308;68291;90725;124313;157659;157542;33229
2610806;Pedra;PE;4189;4425;4824;5920;7725;9663;9658;1933
2610905;Pesqueira;PE;13467;13801;15045;18429;22033;29600;29593;7560
2611002;Petrolândia;PE;6780;7287;6184;8605;10915;14031;14017;3102
2611101;Petrolina;PE;35567;42163;51150;80503;128380;159154;159074;30694
2611200;Poção;PE;2442;2757;3077;3378;3844;5515;5511;1667
2611309;Pombos;PE;4735;5218;5902;7237;9861;12834;12832;2971
2611408;Primavera;PE;2355;2427;2728;3688;4490;5251;5251;761
2611507;Quipapá;PE;4502;4384;4972;6314;6123;8141;8139;2016
2611533;Quixaba;PE;;1510;1567;1804;2277;3364;3363;1086
2611606;Recife;PE;305901;337661;377068;471210;547461;643590;643021;95560
2611705;Riacho das Almas;PE;4384;4493;4974;6023;7743;11630;11629;3886
2611804;Ribeirão;PE;8363;8817;9720;11951;11917;15017;15015;3098
2611903;Rio Formoso;PE;6783;7289;4397;5480;6438;7691;7685;1247
2612000;Sairé;PE;2748;3465;3514;3570;4118;6583;6583;2465
2612109;Salgadinho;PE;1265;1246;1619;2283;2051;2746;2746;695
2612208;Salgueiro;PE;9541;10624;11817;15072;20397;26834;26824;6427
2612307;Saloá;PE;3478;3707;3863;4499;4791;6277;6269;1478
2612406;Sanharó;PE;3483;3972;4253;5988;6603;8438;8436;1833
2612455;Santa Cruz;PE;;2391;2552;3609;4366;6017;6013;1647
2612471;Santa Cruz da Baixa Verde;PE;;2571;2684;3343;3982;5945;5945;1963
2612505;Santa Cruz do Capibaribe;PE;8712;11496;15684;25991;34712;42696;42639;7927
2612554;Santa Filomena;PE;;;2673;3611;4091;6135;6135;2044
2612604;Santa Maria da Boa Vista;PE;8269;9840;7629;9806;12529;16287;16278;3749
2612703;Santa Maria do Cambucá;PE;2604;2748;2982;3787;4940;6784;6781;1841
2612802;Santa Terezinha;PE;2019;2121;2345;3020;3734;5314;5312;1578
2612901;São Benedito do Sul;PE;2166;2340;2444;3192;3851;4789;4787;936
2613008;São Bento do Una;PE;9345;10534;10944;14689;17189;22564;22530;5341
2613107;São Caitano;PE;7016;7794;8817;10718;13465;19178;19146;5681
2613206;São João;PE;4063;4237;4706;5815;7923;9993;9989;2066
2613305;São Joaquim do Monte;PE;4200;4659;5212;6199;7203;9410;9399;2196
2613404;São José da Coroa Grande;PE;2324;2656;3130;4904;6103;11634;11631;5528
2613503;São José do Belmonte;PE;6182;6709;7131;8819;11524;16782;16776;5252
2613602;São José do Egito;PE;6905;7446;8091;10065;11850;16061;16055;4205
2613701;São Lourenço da Mata;PE;18103;20135;22302;30347;39423;51388;51375;11952
2613800;São Vicente Férrer;PE;3033;3393;3728;4649;5669;6829;6823;1154
2613909;Serra Talhada;PE;15732;16463;17748;23064;32415;43604;43582;11167
2614006;Serrita;PE;3466;3317;3651;4418;5578;8108;8108;2530
2614105;Sertânia;PE;7167;7411;8127;9733;11767;16383;16366;4599
2614204;Sirinhaém;PE;6379;6429;6791;10020;11889;15786;15782;3893
2614303;Moreilândia;PE;2352;2660;2560;2944;3487;4707;4706;1219
2614402;Solidão;PE;1172;1157;1247;1547;1796;2723;2722;926
2614501;Surubim;PE;14751;13971;12962;17527;22722;28741;28729;6007
2614600;Tabira;PE;5115;5603;6196;7963;9976;13801;13795;3819
2614709;Tacaimbó;PE;2749;2810;3328;3914;4827;6986;6983;2156
2614808;Tacaratu;PE;3572;3558;3916;5736;7343;9934;9928;2585
2614857;Tamandaré;PE;;;3893;5349;7632;16692;16686;9054
2615003;Taquaritinga do Norte;PE;4150;4747;5327;7401;8905;13621;13617;4712
2615102;Terezinha;PE;1468;1448;1505;1846;2153;2805;2801;648
2615201;Terra Nova;PE;1305;1469;1674;2428;2839;3553;3552;713
2615300;Timbaúba;PE;12092;12643;13397;15180;16204;19196;19192;2988
2615409;Toritama;PE;3418;4481;5544;10206;14213;16960;16951;2738
2615508;Tracunhaém;PE;2319;2601;2790;3649;4665;5610;5609;944
2615607;Trindade;PE;3943;4412;5114;6903;9899;13975;13967;4068
2615706;Triunfo;PE;6033;3537;3737;4345;5276;7479;7479;2203
2615805;Tupanatinga;PE;3922;4140;4591;6166;7917;9054;9049;1132
2615904;Tuparetama;PE;1731;1997;2139;2593;2953;3922;3919;966
2616001;Venturosa;PE;2688;2974;3275;4528;5797;6950;6945;1148
2616100;Verdejante;PE;1666;1811;2012;2425;2958;4277;4276;1318
2616183;Vertente do Lério;PE;;1967;2068;2310;2655;3706;3705;1050
2616209;Vertentes;PE;3364;3398;3965;5497;7860;10043;10028;2168
2616308;Vicência;PE;5743;5927;6502;8096;9077;11271;11270;2193
2616407;Vitória de Santo Antão;PE;23937;26775;30153;39481;48335;59344;59331;10996
2616506;Xexéu;PE;;2903;3075;3674;3951;5185;5184;1233
2700102;Água Branca;AL;5184;3611;3931;4735;5710;8241;8239;2529
2700201;Anadia;AL;3387;3617;4064;4670;4783;6473;6473;1690
2700300;Arapiraca;AL;34740;39118;44175;58414;77704;96045;95867;18163
2700409;Atalaia;AL;7675;7431;8562;11108;11955;14732;14715;2760
2700508;Barra de Santo Antônio;AL;2954;1962;2385;3522;5229;7718;7705;2476
2700607;Barra de São Miguel;AL;957;1289;1418;2021;2528;6279;6268;3740
2700706;Batalha;AL;2737;2896;3331;4414;5123;6622;6616;1493
2700805;Belém;AL;1297;1164;1364;1308;1676;2170;2168;492
2700904;Belo Monte;AL;1362;1294;1491;1814;1844;2901;2900;1056
2701001;Boca da Mata;AL;4202;4450;5164;6626;7023;8671;8667;1644
2701100;Branquinha;AL;1722;1848;2275;2650;3064;4466;4367;1303
2701209;Cacimbinhas;AL;2720;2037;2297;2897;3581;4623;4618;1037
2701308;Cajueiro;AL;3739;3812;4098;4902;4961;5964;5963;1002
2701357;Campestre;AL;;;1343;1692;2090;2500;2498;408
2701407;Campo Alegre;AL;6124;7088;8157;10949;10301;12162;12154;1853
2701506;Campo Grande;AL;1831;1969;2041;2368;2655;3378;3377;722
2701605;Canapi;AL;3754;3700;3843;4483;5047;7777;7770;2723
2701704;Capela;AL;3804;3615;3883;4236;4650;5609;5559;909
2701803;Carneiros;AL;1154;1240;1435;2081;2742;3599;3573;831
2701902;Chã Preta;AL;1578;1548;1660;1877;1931;2551;2540;609
2702009;Coité do Nóia;AL;2028;2246;2620;2989;3609;4575;4575;966
2702108;Colônia Leopoldina;AL;3409;3962;4070;5275;5176;6562;6559;1383
2702207;Coqueiro Seco;AL;1025;1061;1208;1522;1859;2239;2237;378
2702306;Coruripe;AL;9466;9564;10516;13512;16396;21483;21459;5063
2702355;Craíbas;AL;3643;3955;4636;5939;8074;10093;10071;1997
2702405;Delmiro Gouveia;AL;8917;9482;10448;13257;17074;23327;23268;6194
2702504;Dois Riachos;AL;2125;2531;2633;2950;3265;4198;4198;933
2702553;Estrela de Alagoas;AL;;3503;3924;5007;5540;7514;7513;1973
2702603;Feira Grande;AL;3888;4087;4807;5725;7399;9371;9371;1972
2702702;Feliz Deserto;AL;774;842;909;1206;1327;1868;1867;540
2702801;Flexeiras;AL;2403;2590;2629;3191;3103;4024;4024;921
2702900;Girau do Ponciano;AL;5625;5658;6409;9109;11035;13978;13963;2928
2703007;Ibateguara;AL;3227;3164;3360;4144;4585;6066;6059;1474
2703106;Igaci;AL;5407;5419;5884;7117;8423;10891;10889;2466
2703205;Igreja Nova;AL;4229;4297;4858;6285;7097;9090;9089;1992
2703304;Inhapi;AL;3143;3334;3804;4422;4793;6695;6694;1901
2703403;Jacaré dos Homens;AL;962;1108;1227;1399;1632;2183;2181;549
2703502;Jacuípe;AL;1667;1693;1681;1693;1751;2262;2258;507
2703601;Japaratinga;AL;1441;1392;1503;2020;2873;4465;4459;1586
2703700;Jaramataia;AL;838;1020;1231;1414;1595;2072;2070;475
2703759;Jequiá da Praia;AL;;;;2966;2985;3982;3975;990
2703809;Joaquim Gomes;AL;4792;3954;4457;5579;5335;7008;7006;1671
2703908;Jundiá;AL;2705;2376;1056;1132;1367;1751;1749;382
2704005;Junqueiro;AL;4526;4762;5370;6373;8022;10213;10199;2177
2704104;Lagoa da Canoa;AL;3339;3769;4381;4817;5935;7329;7319;1384
2704203;Limoeiro de Anadia;AL;3953;3728;5132;6810;8055;10089;10084;2029
2704302;Maceió;AL;140407;173351;202096;274500;335771;402846;402502;66731
2704401;Major Isidoro;AL;3743;3974;4176;5151;5880;7537;7530;1650
2704500;Maragogi;AL;3318;3578;4585;7394;10035;16826;16760;6725
2704609;Maravilha;AL;2162;2596;2689;2687;3205;4886;4885;1680
2704708;Marechal Deodoro;AL;4958;5946;8059;12264;19623;28406;28396;8773
2704807;Maribondo;AL;3212;3250;3575;3828;4435;5206;5204;769
2704906;Mar Vermelho;AL;827;935;997;1045;1062;1383;1383;321
2705002;Mata Grande;AL;5330;5295;5466;6269;7057;10530;10528;3471
2705101;Matriz de Camaragibe;AL;4161;4633;5056;5927;7342;8676;8670;1328
2705200;Messias;AL;2072;2122;2570;3939;4979;6116;6087;1108
2705309;Minador do Negrão;AL;1633;1186;1224;1471;1621;2023;2022;401
2705408;Monteirópolis;AL;1207;1318;1539;1698;2211;2969;2969;758
2705507;Murici;AL;5759;4747;5351;6254;7707;9522;9500;1793
2705606;Novo Lino;AL;2882;2315;2336;3231;3241;4214;4211;970
2705705;Olho d'Água das Flores;AL;3327;3742;4504;5507;6787;9134;9123;2336
2705804;Olho d'Água do Casado;AL;1237;1278;1588;2148;2600;3814;3812;1212
2705903;Olho d'Água Grande;AL;887;943;1047;1303;1377;1830;1829;452
2706000;Olivença;AL;2059;2171;2276;2917;3575;5004;5004;1429
2706109;Ouro Branco;AL;1882;1993;2242;2972;3970;5522;5522;1552
2706208;Palestina;AL;753;861;947;1277;1321;1699;1693;372
2706307;Palmeira dos Índios;AL;17043;16109;17127;20476;24453;30807;30802;6349
2706406;Pão de Açúcar;AL;4367;4865;5226;6083;7567;10117;10114;2547
2706422;Pariconha;AL;;1730;2098;2603;3262;4756;4755;1493
2706448;Paripueira;AL;;1550;1768;2850;4383;7331;7326;2943
2706505;Passo de Camaragibe;AL;2784;2785;2947;3741;4229;5696;5692;1463
2706604;Paulo Jacinto;AL;1607;1837;1805;2118;2291;2966;2966;675
2706703;Penedo;AL;10971;12005;13043;16405;19611;24968;24956;5345
2706802;Piaçabuçu;AL;3872;3737;3983;4654;5247;7942;7936;2689
2706901;Pilar;AL;5823;6189;6870;8832;11594;14255;14255;2661
2707008;Pindoba;AL;834;742;697;762;829;1077;1070;241
2707107;Piranhas;AL;2864;3936;4391;5802;7024;9780;9778;2754
2707206;Poço das Trincheiras;AL;2274;2284;2824;3359;4049;5323;5317;1268
2707305;Porto Calvo;AL;4726;5040;5197;6507;7636;9294;9292;1656
2707404;Porto de Pedras;AL;2068;2264;2244;2254;2820;4127;4113;1293
2707503;Porto Real do Colégio;AL;3722;3839;4257;5106;6511;8548;8532;2021
2707602;Quebrangulo;AL;2440;2688;2806;3027;3683;4823;4821;1138
2707701;Rio Largo;AL;11214;13320;14914;18670;31230;38413;38403;7173
2707800;Roteiro;AL;1395;1425;1493;1661;1987;2243;2241;254
2707909;Santa Luzia do Norte;AL;1132;1309;1382;1875;2184;2643;2642;458
2708006;Santana do Ipanema;AL;7788;8658;9671;11997;15098;19444;19430;4332
2708105;Santana do Mundaú;AL;2556;2676;2632;2819;3815;4958;4958;1143
2708204;São Brás;AL;1364;1378;1519;1835;2129;3571;3571;1442
2708303;São José da Laje;AL;4889;5013;4804;5960;6822;8192;8190;1368
2708402;São José da Tapera;AL;5529;5771;5722;7149;9534;13156;13150;3616
2708501;São Luís do Quitunde;AL;5903;6017;6158;7745;9300;10795;10793;1493
2708600;São Miguel dos Campos;AL;9905;10157;11022;14140;16921;19293;19260;2339
2708709;São Miguel dos Milagres;AL;1086;1260;1368;1988;2685;3951;3951;1266
2708808;São Sebastião;AL;4894;5707;6615;8508;10475;13468;13409;2934
2708907;Satuba;AL;1776;2446;2877;3823;7880;9261;9261;1381
2708956;Senador Rui Palmeira;AL;1880;1764;2529;3056;3681;4818;4810;1129
2709004;Tanque d'Arca;AL;1585;1554;1587;1763;2063;2841;2838;775
2709103;Taquarana;AL;3423;3695;3882;5364;6492;8593;8564;2072
2709152;Teotônio Vilela;AL;5699;6432;7677;10361;12346;14774;14757;2411
2709202;Traipu;AL;4478;4904;4982;6382;7354;9975;9963;2609
2709301;União dos Palmares;AL;11946;12123;13494;16400;19749;25124;24881;5132
2709400;Viçosa;AL;5076;5470;6078;6775;7917;9947;9912;1995
2800100;Amparo do São Francisco;SE;436;470;540;686;743;971;970;227
2800209;Aquidabã;SE;3866;4260;4737;5996;7417;10182;10175;2758
2800308;Aracaju;SE;90168;103571;116917;169835;218513;266933;266598;48085
2800407;Arauá;SE;2099;2286;2175;2970;3630;4760;4755;1125
2800506;Areia Branca;SE;2119;2979;3418;4615;6149;7686;7680;1531
2800605;Barra dos Coqueiros;SE;2848;3884;4448;6858;14525;20167;20158;5633
2800670;Boquim;SE;4815;5333;5763;7229;8867;11118;11113;2246
2800704;Brejo Grande;SE;1554;1532;1647;2039;2471;3543;3538;1067
