cod_mun;mun;uf;AVG MDPPO 1991;AVG MDPPO 1996;AVG MPPO 2000;AVG MDPPO 2007;AVG MDPPO 2010;AVG MDPPO 2022;MDPPO 1991;MDPPO 1996;MPPO 2000;MDPPO 2007;MDPPO 2010;MDPPO 2022;DPPO 1991;DPPO 1996;DPPO 2000;DPPO 2007;DPPO 2010;DPPO 2022;DPP 2022;DPPV 2022;DPPUO 2022
4104600;Capitão Leônidas Marques;PR;4,32;3,97;3,62;3,26;3,13;2,67;17786;15303;14286;13486;14917;14639;4120;3859;3949;4141;4771;5488;6656;749;419
4104659;Carambeí;PR;;;3,76;3,47;3,42;2,94;;;14721;16411;19093;23240;;;3911;4727;5577;7903;9533;994;636
4104709;Carlópolis;PR;3,94;3,68;3,50;3,22;3,09;2,72;12288;12713;13240;13101;13659;16814;3119;3451;3781;4064;4425;6181;8053;902;970
4104808;Cascavel;PR;4,08;3,78;3,60;;3,10;2,66;191920;218716;241611;;282849;345798;47005;57923;67060;;91140;129853;146675;13640;3182
4104907;Castro;PR;4,11;3,91;3,74;3,42;3,37;2,91;63566;67244;62572;65093;66871;72921;15448;17194;16724;19050;19837;25030;30550;3716;1804
4105003;Catanduvas;PR;4,53;4,35;4,14;3,50;3,38;3,05;9751;10179;10066;9381;9993;10288;2151;2340;2434;2677;2956;3371;3819;274;174
4105102;Centenário do Sul;PR;4,02;3,67;3,46;3,15;3,03;2,54;14182;13252;11763;11047;10940;10789;3530;3608;3397;3504;3613;4243;5222;684;295
4105201;Cerro Azul;PR;4,25;3,86;3,73;3,41;3,26;2,76;20987;17075;16352;17577;16883;16126;4939;4424;4387;5153;5171;5839;7918;1119;960
4105300;Céu Azul;PR;4,15;3,84;3,61;3,24;3,07;2,65;10563;10394;10392;10873;10985;11060;2543;2710;2881;3351;3579;4177;4741;407;157
4105409;Chopinzinho;PR;4,42;3,92;3,79;3,37;3,16;2,72;24152;19411;20179;19030;19615;21049;5469;4946;5322;5646;6199;7728;9324;937;659
4105508;Cianorte;PR;3,92;3,59;3,46;3,19;3,10;2,69;49537;52205;57168;64201;69753;79318;12644;14560;16521;20128;22481;29525;34061;3623;913
4105607;Cidade Gaúcha;PR;4,18;3,89;3,58;3,37;3,24;2,69;8446;9163;9499;10442;10985;11405;2019;2357;2657;3100;3393;4244;4962;509;209
4105706;Clevelândia;PR;4,14;3,82;3,71;3,40;3,21;2,82;17984;17870;17829;17455;17113;14978;4347;4680;4805;5129;5325;5309;6693;958;426
4105805;Colombo;PR;4,17;3,88;3,72;;3,34;2,84;117369;153419;182303;;212435;231946;28118;39536;49015;;63624;81736;92369;9412;1221
4105904;Colorado;PR;4,02;3,65;3,45;3,09;3,01;2,58;18889;20044;20886;20892;22204;22735;4695;5484;6061;6758;7373;8810;10229;1142;277
4106001;Congonhinhas;PR;3,86;3,57;3,40;3,23;3,06;2,63;7730;7584;7759;8058;8014;8293;2001;2124;2279;2491;2617;3152;4045;595;298
4106100;Conselheiro Mairinck;PR;4,02;3,78;3,67;3,27;3,04;2,58;3472;3656;3454;3546;3635;3461;863;968;941;1084;1194;1341;1645;191;113
4106209;Contenda;PR;4,27;4,03;3,84;3,56;3,39;2,81;8911;12299;13189;14549;15855;19117;2086;3049;3439;4087;4681;6796;8356;761;799
4106308;Corbélia;PR;4,15;3,83;3,60;3,24;3,13;2,71;22688;15909;15734;15382;16254;17363;5468;4152;4371;4750;5197;6417;7276;675;184
4106407;Cornélio Procópio;PR;3,90;3,65;3,46;3,18;3,08;2,64;46352;46313;46555;46638;46579;44849;11880;12698;13450;14655;15132;16959;21257;2819;1479
4106456;Coronel Domingos Soares;PR;;;4,06;3,62;3,51;2,81;;;6698;7237;7210;5634;;;1648;2000;2055;2006;2680;386;288
4106506;Coronel Vivida;PR;4,13;3,89;3,62;3,25;3,12;2,71;24917;23827;23211;21183;21688;23317;6037;6132;6405;6509;6946;8594;9924;856;474
4106555;Corumbataí do Sul;PR;4,67;4,13;3,78;3,31;3,05;2,56;6639;5105;4938;4261;3998;3757;1421;1236;1305;1289;1310;1468;1771;235;68
4106571;Cruzeiro do Iguaçu;PR;;4,09;3,86;3,45;3,13;2,67;;4797;4394;4145;4271;4131;;1172;1138;1201;1364;1547;2000;219;234
4106605;Cruzeiro do Oeste;PR;3,99;3,58;3,37;3,07;2,96;2,58;23506;21117;20103;20000;20311;22512;5886;5895;5972;6525;6859;8710;10397;1228;459
4106704;Cruzeiro do Sul;PR;4,20;3,86;3,59;3,29;3,16;2,60;4998;4684;4664;4462;4546;4490;1190;1214;1300;1358;1439;1729;2102;315;58
4106803;Cruz Machado;PR;4,59;4,31;4,14;3,72;3,49;2,81;16410;16822;17543;18214;17991;15945;3574;3904;4235;4890;5162;5682;7282;694;906
4106852;Cruzmaltina;PR;;;3,66;3,28;3,00;2,69;;;3459;3108;3158;2892;;;944;948;1053;1076;1417;205;136
4106902;Curitiba;PR;3,71;3,48;3,35;;3,03;2,58;1300761;1465504;1576200;;1744129;1766225;350604;421328;470964;;575899;685874;788443;82879;19690
4107009;Curiúva;PR;4,16;3,88;3,67;3,33;3,16;2,70;10473;11548;12827;14213;13866;13626;2515;2977;3495;4268;4391;5044;6126;780;302
4107108;Diamante do Norte;PR;4,44;3,96;3,62;3,25;3,19;2,72;7542;6448;6087;5599;5495;5140;1698;1629;1680;1722;1725;1887;2201;236;78
4107124;Diamante do Sul;PR;;4,15;3,98;3,58;3,27;2,68;;3491;3654;3630;3498;3171;;841;919;1013;1070;1183;1596;280;133
4107157;Diamante D'Oeste;PR;5,85;4,00;3,83;3,40;3,26;2,69;9212;4779;4782;4917;4981;4546;1575;1194;1250;1448;1527;1687;2071;256;128
4107207;Dois Vizinhos;PR;4,25;3,78;3,60;3,27;3,09;2,64;40095;31458;31690;33898;36087;44760;9436;8329;8802;10376;11667;16963;18996;1437;596
4107256;Douradina;PR;4,06;3,66;3,44;3,20;3,10;2,65;6563;5666;6148;6518;7400;9161;1617;1547;1789;2034;2388;3461;4003;374;168
4107306;Doutor Camargo;PR;3,75;3,45;3,24;3,00;2,89;2,50;5938;5903;5777;5594;5826;6326;1582;1709;1785;1867;2015;2527;3291;485;279
4107405;Enéas Marques;PR;4,42;4,04;3,82;3,33;3,15;2,71;12230;6563;6354;5958;6093;5980;2769;1626;1665;1789;1936;2207;2671;333;131
4107504;Engenheiro Beltrão;PR;4,00;3,63;3,44;3,18;3,01;2,59;14598;14496;14034;13831;13877;12423;3649;3991;4082;4352;4605;4798;5907;667;442
4107520;Esperança Nova;PR;;;3,51;3,17;2,98;2,61;;;2308;1882;1967;1849;;;658;593;660;709;915;163;43
4107538;Entre Rios do Oeste;PR;;3,71;3,53;3,20;3,07;2,67;;3064;3310;3836;3922;4572;;825;939;1200;1276;1711;1850;95;44
4107546;Espigão Alto do Iguaçu;PR;;;3,97;3,56;3,36;2,76;;;5243;5061;4662;4793;;;1319;1421;1388;1734;2049;206;109
4107553;Farol;PR;;3,92;3,72;3,28;3,15;2,67;;4073;3963;3390;3453;3038;;1038;1066;1033;1096;1137;1356;174;45
4107603;Faxinal;PR;3,96;3,84;3,46;3,21;3,07;2,67;19816;19867;15470;15445;16186;16279;4999;5172;4472;4807;5266;6106;7302;842;354
4107652;Fazenda Rio Grande;PR;;3,93;3,80;3,48;3,44;2,95;;45198;62656;74931;81572;148712;;11489;16503;21532;23736;50435;57875;6689;751
4107702;Fênix;PR;3,99;3,60;3,39;3,10;2,95;2,52;5952;5193;4910;4838;4772;4471;1492;1443;1448;1562;1616;1773;2102;255;74
4107736;Fernandes Pinheiro;PR;;;4,00;3,62;3,41;2,89;;;6368;5667;5931;6255;;;1591;1566;1741;2163;2628;298;167
4107751;Figueira;PR;3,98;3,69;3,48;3,16;3,01;2,74;9571;9281;9019;8371;8273;8058;2406;2516;2595;2645;2753;2946;3630;511;173
4107801;Floraí;PR;3,77;3,45;3,30;2,99;2,92;2,47;5489;5544;5271;5016;5040;4774;1456;1609;1597;1675;1728;1933;2398;392;73
4107850;Flor da Serra do Sul;PR;;4,10;3,92;3,41;3,28;2,68;;5212;4965;4666;4719;4357;;1270;1266;1368;1438;1625;1903;182;96
4107900;Floresta;PR;3,87;3,55;3,47;3,23;3,05;2,70;4486;4832;5115;5186;5921;10454;1159;1360;1476;1608;1939;3872;4889;791;226
4108007;Florestópolis;PR;4,26;3,95;3,65;3,33;3,28;2,68;11901;12199;11974;11548;11213;11442;2792;3087;3278;3467;3417;4264;5129;749;116
4108106;Flórida;PR;4,08;3,72;3,49;3,17;3,10;2,74;2096;2270;2426;2444;2534;2651;514;610;696;770;817;968;1245;195;82
4108205;Formosa do Oeste;PR;4,02;3,61;3,42;3,14;2,94;2,53;15099;9682;8649;7522;7530;7635;3754;2684;2526;2397;2558;3014;3629;456;159
4108304;Foz do Iguaçu;PR;4,18;3,91;3,67;;3,22;2,82;188417;230603;256644;;254716;282282;45095;59040;69858;;79138;100235;116454;12688;3531
4108320;Francisco Alves;PR;4,14;3,71;3,49;3,17;3,05;2,83;9173;7587;6928;6333;6360;8111;2215;2044;1983;2000;2087;2863;3375;410;102
4108403;Francisco Beltrão;PR;4,00;3,71;3,50;3,19;3,04;2,59;60551;64546;66708;71977;78117;95376;15141;17383;19070;22555;25704;36858;41178;3184;1136
4108452;Foz do Jordão;PR;;;4,00;3,55;3,42;2,77;;;6180;5769;5417;4926;;;1544;1625;1582;1781;2399;337;281
4108502;General Carneiro;PR;4,30;4,10;3,91;3,67;3,57;2,87;11048;12254;13548;14107;13642;11015;2572;2987;3467;3849;3824;3835;4678;586;257
4108551;Godoy Moreira;PR;4,36;3,79;3,52;3,02;2,90;2,51;5291;4025;3732;3548;3328;2977;1213;1062;1061;1176;1147;1184;1580;177;219
4108601;Goioerê;PR;4,16;3,71;3,48;3,17;3,06;2,64;44528;36662;29508;28727;28790;28386;10704;9891;8485;9075;9421;10761;12308;1310;237
4108650;Goioxim;PR;;;4,27;3,79;3,57;2,85;;;7800;7973;7493;6563;;;1828;2104;2099;2305;2909;421;183
4108700;Grandes Rios;PR;4,31;3,94;3,71;3,15;3,17;2,64;12070;10737;7808;7571;6577;5606;2798;2722;2107;2404;2076;2121;2814;486;207
4108809;Guaíra;PR;4,07;3,73;3,54;3,26;3,14;2,72;29729;29187;28504;28529;30431;31892;7313;7828;8045;8752;9686;11741;13785;1694;350
4108908;Guairaçá;PR;4,15;3,81;3,60;3,23;3,13;2,71;5551;5617;5692;5638;6013;6582;1339;1473;1580;1746;1920;2431;2827;307;89
4108957;Guamiranga;PR;;;3,89;3,56;3,27;2,80;;;6931;7494;7666;7817;;;1784;2103;2345;2793;3296;273;230
4109005;Guapirama;PR;4,02;3,70;3,56;3,19;3,06;2,67;3789;3963;4065;3632;3890;4624;943;1071;1143;1140;1273;1730;2144;312;102
4109104;Guaporema;PR;4,13;3,78;3,68;3,44;3,35;2,62;2290;2153;2244;2168;2209;2181;555;570;610;631;660;833;1017;118;66
4109203;Guaraci;PR;3,93;3,55;3,34;3,16;3,04;2,60;5492;4982;4890;4858;5199;4728;1397;1403;1464;1537;1711;1815;2154;267;72
4109302;Guaraniaçu;PR;4,49;3,88;3,63;3,25;3,03;2,60;24695;18752;16874;15864;14525;13689;5497;4828;4648;4874;4800;5255;6720;923;542
4109401;Guarapuava;PR;4,09;3,81;3,68;3,39;3,28;2,83;159186;155331;154004;163677;166046;180659;38877;40723;41898;48239;50553;63944;76421;8286;4191
4109500;Guaraqueçaba;PR;4,40;4,14;3,86;3,50;3,41;2,86;7671;8003;8253;7727;7853;7383;1742;1933;2138;2210;2300;2577;4444;783;1084
4109609;Guaratuba;PR;4,17;3,84;3,67;3,31;3,18;2,73;17830;31515;26916;30703;31874;41971;4271;8199;7331;9282;10033;15359;35723;2897;17467
4109658;Honório Serpa;PR;;4,54;4,30;3,61;3,37;2,78;;6648;6826;5972;5925;4935;;1463;1589;1655;1757;1775;2235;270;190
4109708;Ibaiti;PR;3,96;3,68;3,54;3,23;3,07;2,67;25857;24822;26305;27851;28645;28693;6537;6749;7440;8615;9329;10746;12906;1620;540
4109757;Ibema;PR;4,45;3,90;3,86;3,44;3,25;2,65;6070;6756;5762;5905;6029;6218;1364;1734;1491;1718;1856;2350;2714;258;106
4109807;Ibiporã;PR;3,98;3,74;3,55;3,24;3,17;2,73;35004;38702;41892;44998;48015;51355;8795;10343;11789;13873;15157;18786;23210;3154;1270
4109906;Icaraíma;PR;3,99;3,71;3,45;3,12;2,99;2,68;11923;10452;9845;9068;8714;8939;2987;2821;2855;2907;2913;3335;4426;515;576
4110003;Iguaraçu;PR;3,95;3,70;3,48;3,21;3,14;2,72;5677;3402;3582;3736;3959;5328;1436;920;1030;1164;1259;1957;2631;336;338
4110052;Iguatu;PR;;3,83;3,49;3,21;3,06;2,58;;2411;2255;2286;2230;2140;;629;647;713;729;828;998;135;35
4110078;Imbaú;PR;;;3,59;3,39;3,26;3,00;;;9416;11160;11244;14238;;;2621;3296;3449;4751;5349;331;267
4110102;Imbituva;PR;4,10;3,87;3,66;3,44;3,31;2,89;25321;26953;24126;26888;28308;29821;6171;6966;6596;7810;8543;10314;11713;870;529
4110201;Inácio Martins;PR;4,89;4,18;3,96;3,69;3,50;2,93;13600;10319;10688;10866;10894;9660;2780;2468;2697;2947;3115;3294;4205;514;397
4110300;Inajá;PR;4,01;3,70;3,45;3,17;3,08;2,55;2632;2718;2915;2799;2985;2536;657;735;844;884;969;996;1218;171;51
4110409;Indianópolis;PR;4,02;3,64;3,46;3,29;3,05;2,67;6736;4309;4212;4130;4288;4444;1675;1183;1216;1254;1407;1667;2091;366;58
4110508;Ipiranga;PR;4,41;4,20;3,99;3,58;3,40;2,88;12246;12841;13244;13973;14085;14137;2779;3056;3322;3907;4147;4914;5916;571;431
4110607;Iporã;PR;4,01;3,62;3,46;3,13;3,05;2,72;25921;17280;16217;15029;14875;15658;6472;4775;4691;4804;4878;5761;6821;809;251
4110656;Iracema do Oeste;PR;;3,72;3,53;3,17;3,02;2,71;;2965;2935;2580;2574;2343;;798;832;815;851;866;982;92;24
4110706;Irati;PR;4,02;3,77;3,59;3,29;3,18;2,72;47528;50476;51909;53807;55940;59056;11825;13400;14474;16353;17616;21729;24536;1960;847
4110805;Iretama;PR;4,58;3,86;3,68;3,26;3,06;2,68;15772;11437;11261;11040;10556;10590;3447;2961;3062;3382;3454;3956;4656;508;192
4110904;Itaguajé;PR;4,11;3,67;3,57;3,19;3,05;2,66;5045;4500;4725;4498;4540;4470;1227;1225;1323;1411;1488;1678;2284;293;313
4110953;Itaipulândia;PR;;3,90;3,80;3,31;3,14;2,79;;4507;6691;8449;8954;11479;;1156;1760;2549;2848;4120;4586;299;167
4111001;Itambaracá;PR;4,72;3,78;3,64;3,24;3,10;2,68;9696;6967;7039;6905;6722;5851;2056;1844;1932;2134;2167;2184;2811;342;285
4111100;Itambé;PR;3,96;3,59;3,38;3,17;3,15;2,62;6162;6033;5956;5897;5979;6110;1557;1681;1760;1860;1897;2334;2860;451;75
4111209;Itapejara d'Oeste;PR;4,04;3,81;3,60;3,29;3,08;2,74;9023;8898;9149;10481;10497;12305;2231;2338;2541;3184;3413;4487;5095;425;183
4111258;Itaperuçu;PR;;3,91;3,71;3,50;3,47;2,97;;17579;19344;21990;23842;31203;;4493;5217;6274;6875;10515;11857;703;639
4111308;Itaúna do Sul;PR;4,51;3,86;3,71;3,26;3,19;2,72;4521;4265;4447;3695;3580;3572;1002;1104;1199;1132;1121;1313;1585;231;41
4111407;Ivaí;PR;4,50;4,14;3,98;3,58;3,41;2,88;11351;11418;11710;12639;12762;13186;2523;2756;2943;3530;3746;4584;5566;563;419
4111506;Ivaiporã;PR;4,01;3,64;3,40;3,09;2,93;2,55;45394;40523;32112;31158;31680;32598;11311;11121;9454;10089;10822;12760;14753;1572;421
4111555;Ivaté;PR;;3,86;3,48;3,22;3,07;2,64;;6798;6896;7757;7494;6818;;1763;1979;2411;2445;2581;3313;598;134
4111605;Ivatuba;PR;3,96;3,56;3,35;3,13;2,99;2,52;2378;2437;2519;2574;2545;2690;600;685;753;823;851;1066;1758;299;393
4111704;Jaboti;PR;4,22;3,83;3,56;3,15;3,07;2,65;4374;4393;4590;5011;4895;5419;1036;1147;1290;1593;1594;2046;2580;294;240
4111803;Jacarezinho;PR;4,01;3,86;3,60;3,32;3,23;2,80;40637;38365;39394;39108;38695;40212;10136;9946;10944;11784;11993;14378;17197;2021;798
4111902;Jaguapitã;PR;3,88;3,55;3,49;3,22;3,13;2,73;10559;10884;10823;11625;12078;15022;2724;3069;3099;3608;3856;5506;6676;931;239
4112009;Jaguariaíva;PR;3,96;3,67;3,57;3,29;3,14;2,74;24934;26121;30631;31793;32484;34951;6303;7127;8575;9667;10342;12769;14968;1402;797
4112108;Jandaia do Sul;PR;3,85;3,57;3,40;3,15;3,06;2,60;18442;19048;19591;19394;20133;21271;4789;5330;5756;6149;6576;8167;9784;1155;462
4112207;Janiópolis;PR;4,30;3,84;3,52;3,15;3,00;2,53;10536;9035;8017;7008;6526;5856;2451;2352;2280;2223;2172;2314;2752;350;88
4112306;Japira;PR;4,18;3,78;3,63;3,28;3,12;2,71;4817;4378;4862;4687;4902;4970;1153;1157;1339;1427;1570;1833;2353;380;140
4112405;Japurá;PR;4,06;3,75;3,49;3,18;3,13;2,63;8097;7693;7726;8240;8548;9144;1995;2052;2212;2592;2727;3472;3887;264;151
4112504;Jardim Alegre;PR;4,12;3,64;3,45;3,38;3,06;2,63;20437;11552;11614;14292;12307;11999;4963;3175;3368;4233;4028;4569;5428;618;241
4112603;Jardim Olinda;PR;4,22;3,82;3,77;3,34;3,20;2,71;1397;1243;1521;1461;1409;1343;331;325;403;437;441;496;763;88;179
4112702;Jataizinho;PR;4,06;3,73;3,60;3,44;3,22;2,76;10335;12052;11275;11154;11822;11760;2547;3234;3131;3246;3668;4260;5233;699;274
4112751;Jesuítas;PR;4,13;3,59;3,36;3,09;2,96;2,77;12643;10391;9832;8786;8987;10496;3062;2892;2926;2847;3034;3788;4316;458;70
4112801;Joaquim Távora;PR;3,77;3,46;3,31;3,06;3,02;2,71;9807;9674;9581;10172;10656;11858;2599;2797;2897;3323;3529;4369;5364;746;249
4112900;Jundiaí do Sul;PR;4,04;3,64;3,46;3,14;3,09;2,66;4149;3694;3659;3631;3327;3333;1027;1014;1056;1158;1078;1251;1541;204;86
4112959;Juranda;PR;4,25;3,84;3,63;3,24;3,11;2,65;8746;8411;8090;7663;7612;7770;2057;2190;2226;2368;2450;2930;3398;337;131
4113007;Jussara;PR;3,82;3,53;3,41;3,24;3,13;2,68;6021;5981;6276;6082;6610;6688;1578;1692;1840;1876;2113;2496;2885;351;38
4113106;Kaloré;PR;4,02;3,69;3,40;3,12;2,93;2,59;6534;5409;4975;4596;4448;4535;1626;1467;1464;1471;1519;1752;2176;269;155
4113205;Lapa;PR;4,13;3,81;3,67;3,28;3,18;2,70;39982;39768;41062;41510;44814;44932;9672;10430;11184;12643;14095;16656;21137;2232;2249
4113254;Laranjal;PR;;4,38;4,34;3,87;3,63;2,96;;6327;7104;6300;6216;5597;;1445;1635;1628;1713;1888;2262;236;138
4113304;Laranjeiras do Sul;PR;4,32;4,20;3,67;3,33;3,18;2,69;53016;42860;29163;30039;30542;31950;12278;10201;7942;9017;9610;11861;13628;1273;494
4113403;Leópolis;PR;4,16;3,90;3,63;3,31;3,20;2,65;4760;4538;4440;4228;4117;3750;1145;1164;1223;1279;1288;1414;1939;280;245
4113429;Lidianópolis;PR;;3,76;3,47;3,14;2,95;2,56;;4894;4721;4120;3967;3931;;1302;1361;1314;1343;1534;1872;222;116
4113452;Lindoeste;PR;4,52;4,13;4,00;3,33;3,14;2,75;6859;6928;6153;5249;5361;5168;1517;1676;1540;1578;1707;1877;2484;317;290
4113502;Loanda;PR;4,05;3,69;3,51;3,19;3,10;2,69;17610;18030;19439;19304;21050;23055;4353;4889;5546;6049;6785;8565;9805;949;291
4113601;Lobato;PR;3,99;3,68;3,49;3,17;3,03;2,65;3725;3797;4057;4188;4387;4599;933;1031;1164;1322;1446;1734;2029;241;54
4113700;Londrina;PR;3,88;3,63;3,48;;3,06;2,64;387696;418526;445022;;504078;552090;99958;115140;127701;;164917;209379;246927;29507;8041
4113734;Luiziana;PR;4,37;4,13;3,82;3,36;3,21;2,73;9039;7911;7475;7200;7269;6688;2070;1917;1959;2146;2264;2451;3034;421;162
4113759;Lunardelli;PR;4,17;3,70;3,52;3,30;2,97;2,57;7510;5843;5650;5073;5159;4872;1803;1581;1607;1539;1739;1898;2302;319;85
4113809;Lupionópolis;PR;3,83;3,47;3,31;3,13;2,98;2,56;4429;4406;4307;4350;4571;4791;1157;1269;1301;1391;1534;1869;2409;431;109
4113908;Mallet;PR;4,05;3,83;3,70;3,40;3,22;2,72;11740;12272;12487;12352;12915;13411;2901;3203;3376;3634;4009;4926;5792;531;335
4114005;Mamborê;PR;3,97;3,63;3,45;3,12;3,00;2,57;15964;15243;15128;14058;13884;13423;4020;4196;4380;4510;4626;5229;6099;638;232
4114104;Mandaguaçu;PR;4,10;3,75;3,57;3,31;3,22;2,78;14630;16172;16794;18236;19711;31422;3570;4312;4698;5506;6115;11311;13204;1555;338
4114203;Mandaguari;PR;3,88;3,53;3,41;3,12;3,03;2,67;27927;28451;31287;31742;32535;36601;7198;8059;9167;10167;10723;13683;15628;1585;360
4114302;Mandirituba;PR;4,24;3,86;3,74;3,40;3,29;2,82;38209;15139;17355;20209;22135;27410;9004;3921;4645;5944;6718;9735;13361;1360;2266
4114351;Manfrinópolis;PR;;;4,08;3,42;3,23;2,68;;;3802;3294;3118;2768;;;931;963;964;1033;1278;172;73
4114401;Mangueirinha;PR;4,60;4,20;3,95;3,58;3,40;2,80;23997;16632;16715;16961;16987;16586;5217;3964;4233;4739;5003;5914;7267;593;760
4114500;Manoel Ribas;PR;4,28;3,98;3,77;3,34;3,30;2,88;11917;12760;12813;12689;13004;14227;2785;3204;3396;3799;3938;4939;5580;385;256
4114609;Marechal Cândido Rondon;PR;3,94;3,58;3,41;3,10;2,96;2,64;49301;37510;40890;44382;46673;55633;12515;10470;11983;14294;15752;21046;23825;2000;779
4114708;Maria Helena;PR;4,16;3,69;3,47;3,20;3,01;2,57;8427;7077;6226;5966;5929;5859;2027;1918;1793;1867;1969;2278;2833;383;172
4114807;Marialva;PR;3,89;3,63;3,52;3,22;3,16;2,73;22479;25079;28541;29920;31879;41729;5775;6915;8101;9290;10080;15266;18455;2375;814
4114906;Marilândia do Sul;PR;4,08;3,73;3,59;3,30;3,16;2,75;13680;8806;8980;8887;8808;8621;3356;2359;2503;2696;2791;3138;3639;360;141
4115002;Marilena;PR;4,37;3,96;3,72;3,35;3,20;2,73;6653;6267;6686;6500;6853;7251;1523;1584;1798;1942;2140;2656;3930;369;905
4115101;Mariluz;PR;4,15;3,82;3,57;3,30;3,20;2,67;10967;10056;9618;10433;10200;9825;2642;2635;2695;3159;3189;3675;4276;541;60
4115200;Maringá;PR;3,82;3,57;3,41;;3,04;2,60;239038;266628;287115;;355011;407209;62645;74743;84220;;116794;156517;179929;18375;5037
4115309;Mariópolis;PR;4,08;3,77;3,63;3,18;3,04;2,63;6270;6210;5910;5790;6268;6366;1536;1647;1627;1821;2062;2417;2716;192;107
4115358;Maripá;PR;;3,68;3,44;3,15;2,99;2,82;;6127;5889;5563;5667;6554;;1665;1714;1768;1893;2322;2660;195;143
4115408;Marmeleiro;PR;4,32;3,97;3,70;3,37;3,16;2,69;16982;13500;13501;13124;13881;15892;3927;3401;3645;3895;4390;5909;6561;461;191
4115457;Marquinho;PR;;;4,18;3,74;3,47;2,83;;;5457;5197;4980;4503;;;1304;1389;1434;1591;2173;382;200
4115507;Marumbi;PR;3,94;3,57;3,44;3,19;3,05;2,61;5000;4582;4609;4124;4599;4699;1268;1283;1340;1293;1509;1803;2186;280;103
4115606;Matelândia;PR;4,29;3,88;3,70;3,35;3,16;2,83;17221;13783;14271;14666;15511;18374;4012;3550;3861;4382;4914;6501;7289;550;238
4115705;Matinhos;PR;3,86;3,61;3,44;3,19;3,01;2,61;11291;18502;23843;23176;29227;39190;2927;5121;6931;7255;9723;15010;44868;2371;27487
4115739;Mato Rico;PR;;4,07;3,81;3,39;3,23;2,66;;5071;4390;4130;3778;3259;;1245;1153;1220;1168;1223;1490;161;106
4115754;Mauá da Serra;PR;;4,14;3,77;3,45;3,31;2,84;;5124;6407;7766;8534;9376;;1237;1699;2251;2575;3301;3935;484;150
4115804;Medianeira;PR;4,12;3,80;3,55;3,23;3,11;2,77;38501;39837;37602;38183;41643;54215;9337;10471;10606;11838;13401;19553;21611;1490;568
4115853;Mercedes;PR;;3,83;3,55;3,24;3,10;2,76;;4460;4596;4696;5014;5926;;1165;1294;1449;1615;2149;2379;123;107
4115903;Mirador;PR;4,08;3,79;3,53;3,24;3,09;2,73;2328;2276;2428;2329;2324;2236;571;601;688;718;751;818;1020;173;29
4116000;Miraselva;PR;4,10;3,69;3,51;3,18;3,09;2,62;5218;4667;1961;1899;1860;1966;1274;1264;559;597;602;751;907;131;25
4116059;Missal;PR;4,19;3,75;3,57;3,21;3,00;2,67;10279;9959;10333;10293;10457;11021;2454;2655;2896;3202;3480;4133;4889;513;243
4116109;Moreira Sales;PR;4,03;3,69;3,36;3,12;2,99;2,48;16934;14635;13302;12865;12541;11126;4206;3964;3956;4122;4201;4495;5585;853;237
4116208;Morretes;PR;4,09;3,79;3,63;3,32;3,30;2,75;13050;15017;15136;16113;15648;18303;3194;3966;4168;4848;4735;6646;9991;1242;2103
4116307;Munhoz de Melo;PR;4,00;3,69;3,48;3,21;3,06;2,69;3628;3431;3376;3551;3665;3939;907;930;970;1105;1199;1464;1779;205;110
4116406;Nossa Senhora das Graças;PR;3,95;3,59;3,53;3,17;3,07;2,69;3480;3492;3776;3894;3833;3666;882;972;1069;1229;1249;1364;1687;253;70
4116505;Nova Aliança do Ivaí;PR;4,21;3,85;3,62;3,41;3,21;2,76;1199;1245;1337;1377;1415;1323;285;323;369;404;441;480;619;104;35
4116604;Nova América da Colina;PR;4,23;3,91;3,72;3,37;3,29;2,82;4101;3646;3585;3296;3478;3280;970;933;963;977;1057;1164;1433;223;46
4116703;Nova Aurora;PR;4,26;3,80;3,59;3,19;3,07;2,81;15373;14367;13582;11718;11823;13738;3611;3777;3783;3672;3847;4897;5434;408;129
4116802;Nova Cantu;PR;4,22;4,06;3,95;3,45;3,16;2,67;11205;9315;9373;7770;7416;6785;2654;2293;2375;2253;2345;2542;3005;326;137
4116901;Nova Esperança;PR;3,97;3,59;3,48;3,21;3,08;2,66;24041;25783;25596;25627;26532;26538;6054;7181;7353;7985;8611;9989;11607;1334;284
4116950;Nova Esperança do Sudoeste;PR;;4,05;3,85;3,49;3,19;2,72;;5200;5214;5174;5084;5597;;1283;1356;1484;1593;2055;2323;176;92
4117008;Nova Fátima;PR;4,03;3,69;3,56;3,20;3,12;2,64;8346;8214;8256;8019;8135;7223;2069;2227;2317;2508;2608;2733;3263;406;124
4117057;Nova Laranjeiras;PR;;4,75;4,06;3,67;3,61;3,00;;16195;11196;11229;11165;12047;;3409;2760;3063;3091;4011;4945;568;366
4117107;Nova Londrina;PR;4,20;3,79;3,57;3,20;3,12;2,71;12779;13187;13012;12513;13004;12876;3040;3482;3645;3908;4170;4752;5340;451;137
4117206;Nova Olímpia;PR;3,82;3,56;3,30;3,08;3,00;2,57;5374;5264;5275;5218;5464;5822;1408;1477;1598;1692;1822;2262;2671;328;81
4117214;Nova Santa Bárbara;PR;;3,50;3,37;3,13;2,96;2,62;;3746;3611;3786;3895;4184;;1070;1073;1208;1315;1600;1868;193;75
