cod_mun;mun;uf;AVG MDPPO 1991;AVG MDPPO 1996;AVG MPPO 2000;AVG MDPPO 2007;AVG MDPPO 2010;AVG MDPPO 2022;MDPPO 1991;MDPPO 1996;MPPO 2000;MDPPO 2007;MDPPO 2010;MDPPO 2022;DPPO 1991;DPPO 1996;DPPO 2000;DPPO 2007;DPPO 2010;DPPO 2022;DPP 2022;DPPV 2022;DPPUO 2022
2400208;Açu;RN;4,80;4,47;4,20;3,80;3,58;2,93;43335;44667;47778;51074;53103;56426;9033;9989;11364;13432;14846;19231;24079;3385;1463
2400307;Afonso Bezerra;RN;5,21;4,60;4,07;3,75;3,68;3,21;10707;9875;10776;10329;10806;10822;2055;2145;2649;2758;2937;3368;4329;551;410
2400406;Água Nova;RN;5,02;4,70;4,33;3,86;3,75;2,97;2309;2503;2678;2839;2968;2946;460;532;618;736;792;991;1199;151;57
2400505;Alexandria;RN;4,63;4,23;4,07;3,59;3,42;2,81;14539;13577;13754;13710;13438;13611;3137;3212;3382;3818;3925;4841;6038;751;446
2400604;Almino Afonso;RN;4,75;4,21;4,02;3,63;3,38;2,82;5688;5336;5174;4938;4860;4687;1197;1267;1286;1359;1436;1662;2346;494;190
2400703;Alto do Rodrigues;RN;4,49;4,23;3,91;3,60;3,43;2,96;8196;8969;9430;11370;12249;12450;1825;2119;2409;3155;3573;4210;5358;803;345
2400802;Angicos;RN;4,64;4,37;4,15;3,71;3,53;2,94;14437;13881;11500;11184;11489;11626;3111;3180;2770;3015;3252;3949;5171;657;565
2400901;Antônio Martins;RN;4,83;4,39;3,95;3,52;3,30;2,77;7559;7088;6757;6988;6887;6577;1565;1615;1711;1985;2087;2372;3181;648;161
2401008;Apodi;RN;4,63;4,36;4,05;3,63;3,47;2,79;31083;30349;34017;34502;34687;36035;6709;6962;8400;9512;9999;12898;16725;2335;1492
2401107;Areia Branca;RN;4,41;4,29;3,98;3,63;3,49;2,94;21068;20578;22403;24296;25232;24063;4779;4795;5628;6696;7235;8177;11674;1705;1792
2401206;Arês;RN;4,87;4,68;4,45;3,97;3,74;3,10;11083;11358;11272;12166;12869;13220;2274;2425;2534;3068;3443;4260;5103;591;252
2401305;Campo Grande;RN;4,66;4,40;4,12;3,69;3,56;3,01;12430;13066;9019;8812;9276;9730;2667;2969;2187;2389;2606;3233;4167;537;397
2401404;Baía Formosa;RN;4,87;4,62;4,45;4,02;3,93;3,17;7199;7326;7769;8414;8529;8819;1479;1586;1746;2092;2171;2780;3803;467;556
2401453;Baraúna;RN;4,83;4,47;4,17;3,73;3,58;3,03;15466;17065;18793;23077;24097;26860;3199;3816;4511;6179;6739;8870;11104;1451;783
2401503;Barcelona;RN;4,36;4,33;4,24;3,74;3,46;2,87;3636;3843;3934;3903;3935;3983;834;888;928;1043;1137;1388;1857;261;208
2401602;Bento Fernandes;RN;4,91;4,71;4,55;3,98;3,90;3,06;4463;4583;4239;4992;5065;4756;909;974;932;1255;1299;1553;1957;272;132
2401651;Bodó;RN;;;4,38;3,71;3,49;3,01;;;2775;2542;2425;2306;;;633;686;695;765;1163;187;211
2401701;Bom Jesus;RN;4,73;4,49;4,10;3,73;3,53;2,87;7196;8338;8567;8425;9407;9921;1522;1857;2088;2259;2666;3455;4467;679;333
2401800;Brejinho;RN;4,40;4,31;4,14;3,74;3,52;2,90;8032;9448;10297;11113;11552;12171;1827;2192;2490;2969;3283;4197;5201;537;467
2401859;Caiçara do Norte;RN;;;4,39;3,92;3,73;3,18;;;5742;6345;5995;6291;;;1309;1617;1606;1976;2589;381;232
2401909;Caiçara do Rio do Vento;RN;4,73;4,34;4,15;3,68;3,70;3,11;2616;2611;2867;3052;3303;3268;553;601;691;829;892;1050;1406;112;244
2402006;Caicó;RN;4,52;4,18;3,91;3,52;3,34;2,75;50124;51513;56635;59960;62232;60614;11089;12318;14472;17017;18618;22067;27115;2891;2157
2402105;Campo Redondo;RN;4,52;4,22;4,01;3,81;3,57;2,94;9345;9240;9201;10435;10262;10207;2069;2191;2296;2741;2876;3467;4605;683;455
2402204;Canguaretama;RN;5,02;4,74;4,60;4,25;4,01;3,23;22869;24077;26696;28575;30806;29626;4553;5077;5800;6724;7684;9169;12555;1885;1501
2402303;Caraúbas;RN;4,41;4,13;3,99;3,53;3,33;2,79;20177;20321;18750;19618;19518;19631;4574;4922;4703;5550;5866;7039;9402;1477;886
2402402;Carnaúba dos Dantas;RN;4,50;4,15;3,93;3,38;3,30;2,85;5581;6127;6535;6829;7395;7970;1239;1475;1664;2018;2244;2800;3589;386;403
2402501;Carnaubais;RN;4,52;4,24;4,00;3,69;3,52;2,99;10374;10857;8114;9179;9751;9671;2294;2560;2031;2490;2767;3234;4162;789;139
2402600;Ceará-Mirim;RN;5,12;4,93;4,59;4,07;3,92;3,13;51883;57799;61202;64595;67755;77849;10126;11731;13339;15852;17289;24896;34186;5554;3736
2402709;Cerro Corá;RN;4,92;4,55;4,47;3,73;3,57;2,98;10520;10306;10839;10889;10914;10983;2139;2264;2426;2916;3055;3684;5203;889;630
2402808;Coronel Ezequiel;RN;4,55;4,22;4,00;3,59;3,43;2,72;5904;5368;5330;5203;5400;5117;1299;1271;1334;1449;1573;1883;2878;679;316
2402907;Coronel João Pessoa;RN;4,61;4,25;4,32;3,90;3,74;2,94;4725;4480;4683;4817;4765;4232;1026;1055;1083;1235;1273;1439;1876;378;59
2403004;Cruzeta;RN;4,50;4,15;3,92;3,40;3,24;2,71;7861;7942;8111;7793;7935;7955;1746;1914;2071;2289;2449;2936;3624;369;319
2403103;Currais Novos;RN;4,63;4,26;4,00;3,66;3,41;2,82;40037;40459;40695;41978;42449;41232;8653;9503;10169;11482;12464;14620;18178;2277;1281
2403202;Doutor Severiano;RN;4,92;4,68;4,42;3,97;3,65;2,92;6441;6316;6547;6425;6473;7034;1309;1350;1481;1618;1771;2407;2866;354;105
2403251;Parnamirim;RN;4,53;4,22;3,91;3,43;3,34;2,80;62668;85938;124043;172175;201501;252375;13846;20357;31742;50180;60329;90152;116583;18534;7897
2403301;Encanto;RN;4,74;4,37;4,14;3,71;3,53;2,98;4706;4651;4798;5145;5227;6003;993;1064;1159;1386;1481;2015;2578;390;173
2403400;Equador;RN;4,54;4,34;4,02;3,48;3,37;2,73;5473;5618;5647;5835;5815;5360;1205;1293;1404;1678;1727;1960;2761;405;396
2403509;Espírito Santo;RN;5,01;4,49;4,39;3,82;3,54;2,98;10106;9151;10647;10109;10436;10615;2019;2040;2424;2647;2950;3557;4389;617;215
2403608;Extremoz;RN;4,78;4,49;4,21;3,88;3,77;3,01;14879;17684;19269;21687;24510;61565;3115;3935;4577;5596;6499;20471;32131;5518;6142
2403707;Felipe Guerra;RN;4,48;4,18;3,83;3,53;3,41;2,87;5935;5653;5490;5626;5703;5930;1325;1352;1432;1594;1670;2064;2569;359;146
2403756;Fernando Pedroza;RN;;;4,11;3,64;3,34;2,79;;;2644;2827;2843;2937;;;644;777;852;1053;1331;152;126
2403806;Florânia;RN;4,80;4,44;4,06;3,57;3,52;3,00;12414;12241;8978;8286;8959;10191;2584;2757;2213;2322;2548;3398;4261;453;410
2403905;Francisco Dantas;RN;4,90;4,28;3,95;3,55;3,44;2,73;3267;2992;3021;2925;2869;2693;667;699;764;824;835;987;1338;208;143
2404002;Frutuoso Gomes;RN;4,71;4,21;3,91;3,35;3,25;2,69;4635;4529;4532;4330;4203;4112;985;1076;1158;1293;1295;1529;1972;307;136
2404101;Galinhos;RN;4,82;4,46;4,46;3,77;3,74;3,37;1258;1384;1739;2004;2088;2102;261;310;390;532;558;624;850;64;162
2404200;Goianinha;RN;5,04;4,92;4,73;4,29;4,01;3,21;17472;16686;17620;20276;22455;26736;3467;3391;3724;4731;5596;8322;9895;1301;272
2404309;Governador Dix-Sept Rosado;RN;4,63;4,32;4,04;3,66;3,57;2,94;10383;11210;11682;12308;12352;11937;2244;2596;2890;3367;3458;4062;5659;1030;567
2404408;Grossos;RN;4,37;4,27;3,97;3,55;3,32;2,92;9280;9468;8165;9214;9334;9897;2126;2215;2057;2598;2812;3385;4397;495;517
2404507;Guamaré;RN;4,58;5,04;3,89;3,68;3,72;3,11;6049;8523;8091;11499;12398;15256;1322;1692;2080;3122;3329;4911;6464;1006;547
2404606;Ielmo Marinho;RN;4,88;4,59;4,40;3,82;3,63;3,00;9103;9239;10154;11551;12160;11601;1864;2012;2309;3027;3349;3873;4980;783;324
2404705;Ipanguaçu;RN;4,92;4,64;4,37;3,82;3,66;3,15;15940;16379;11882;13412;13808;14089;3240;3528;2716;3510;3776;4471;5578;743;364
2404804;Ipueira;RN;4,75;4,19;3,96;3,45;3,23;2,62;1701;1785;1895;2034;2070;2035;358;426;479;589;640;777;996;71;148
2404853;Itajá;RN;;;4,32;3,84;3,68;3,04;;;6137;6390;6914;7281;;;1419;1664;1881;2398;3125;416;311
2404903;Itaú;RN;4,47;4,31;3,98;3,55;3,32;2,80;4871;5399;5271;5704;5552;5319;1089;1253;1323;1606;1672;1900;2427;387;140
2405009;Jaçanã;RN;4,53;4,09;3,93;3,60;3,41;2,85;6829;6976;7667;7784;7917;7832;1508;1704;1952;2162;2319;2752;3802;653;397
2405108;Jandaíra;RN;4,87;4,63;4,22;3,85;3,64;3,14;5436;5866;6124;6405;6759;6562;1116;1266;1452;1662;1856;2092;2762;460;210
2405207;Janduís;RN;4,99;4,69;4,38;3,72;3,53;3,07;5976;5981;5577;5404;5320;4733;1197;1276;1274;1452;1506;1541;2035;314;180
2405306;Januário Cicco;RN;4,59;4,29;4,18;3,78;3,65;2,95;6627;7072;7650;8257;8960;9043;1443;1648;1829;2183;2455;3066;4127;701;360
2405405;Japi;RN;4,66;4,47;4,16;3,81;3,45;2,88;6059;6245;6268;5590;5508;5117;1299;1398;1505;1469;1595;1776;2823;619;428
2405504;Jardim de Angicos;RN;4,51;4,34;4,19;3,78;3,56;3,05;2433;2505;2670;2522;2598;2428;540;577;637;668;730;795;1049;148;106
2405603;Jardim de Piranhas;RN;4,56;4,30;4,10;3,77;3,50;2,82;9901;10472;11957;13668;13494;13974;2173;2433;2917;3625;3857;4962;6186;662;562
2405702;Jardim do Seridó;RN;4,20;3,96;3,74;3,34;3,15;2,60;11774;11842;12012;11966;12063;11614;2801;2989;3213;3584;3835;4467;5618;584;567
2405801;João Câmara;RN;4,65;4,64;4,35;3,94;3,76;3,05;25843;34046;29124;30340;32172;33204;5562;7341;6702;7695;8551;10870;14144;2076;1198
2405900;João Dias;RN;4,49;4,25;3,92;3,85;3,46;2,75;2653;2374;2596;2715;2601;2075;591;558;662;706;752;754;1028;218;56
2406007;José da Penha;RN;4,32;4,03;3,97;3,41;3,25;2,70;5523;5435;5908;5982;5864;5791;1277;1347;1489;1754;1807;2142;2778;463;173
2406106;Jucurutu;RN;4,47;4,46;4,08;3,50;3,35;2,80;14665;17004;17259;17429;17649;17757;3284;3816;4231;4983;5269;6346;8525;1351;828
2406155;Jundiá;RN;;;;3,81;3,44;2,99;;;;3470;3513;3727;;;;911;1022;1245;1616;276;95
2406205;Lagoa d'Anta;RN;4,92;4,63;4,47;3,94;3,69;3,03;5058;5090;5490;5920;6204;6644;1028;1100;1229;1504;1683;2195;3017;594;228
2406304;Lagoa de Pedras;RN;4,45;4,30;4,14;3,80;3,57;2,85;5049;6212;6192;6987;6981;7338;1134;1446;1495;1841;1958;2575;3405;617;213
2406403;Lagoa de Velhos;RN;4,27;4,24;4,27;3,86;3,55;2,93;1962;2161;2608;2616;2639;2548;459;510;611;678;744;869;1218;178;171
2406502;Lagoa Nova;RN;4,93;4,61;4,39;3,97;3,80;3,05;10776;10881;12058;13126;13977;15562;2186;2358;2749;3305;3682;5106;7184;985;1093
2406601;Lagoa Salgada;RN;4,83;4,36;4,14;3,83;3,62;2,94;6130;6480;6721;7164;7548;8305;1269;1485;1624;1869;2087;2825;3564;537;202
2406700;Lajes;RN;4,43;4,21;3,93;3,76;3,51;3,07;8659;8731;9381;10344;10265;9849;1955;2074;2386;2754;2921;3211;4353;391;751
2406809;Lajes Pintadas;RN;4,49;4,22;4,15;3,73;3,51;2,80;4459;4315;4527;4215;4612;4786;992;1022;1090;1129;1314;1708;2475;390;377
2406908;Lucrécia;RN;4,85;4,41;4,11;3,64;3,42;2,91;2962;3048;3218;3413;3631;3489;611;691;783;937;1061;1200;1494;205;89
2407005;Luís Gomes;RN;4,89;4,66;4,32;3,94;3,69;3,02;11326;11711;9088;9739;9603;9067;2317;2511;2104;2473;2600;3002;3957;642;313
2407104;Macaíba;RN;4,63;4,40;4,15;3,69;3,56;2,91;43270;46519;54365;62882;69211;82126;9353;10577;13106;17021;19463;28190;38118;7170;2758
2407203;Macau;RN;4,23;4,06;3,77;3,50;3,39;2,83;25800;24294;25528;26890;28852;27301;6096;5978;6770;7674;8522;9656;12912;2184;1072
2407252;Major Sales;RN;;;4,17;3,96;3,52;2,92;;;2937;3452;3535;3924;;;705;871;1003;1345;1576;173;58
2407302;Marcelino Vieira;RN;4,60;4,41;4,07;3,67;3,45;2,89;8800;8055;8373;8046;8253;7896;1915;1827;2058;2192;2393;2729;3552;557;266
2407401;Martins;RN;4,50;4,16;3,98;3,56;3,41;2,76;12281;11659;7719;8068;8183;8179;2727;2801;1938;2265;2403;2961;3989;658;370
2407500;Maxaranguape;RN;5,10;4,83;4,75;4,25;3,98;3,19;13438;14905;7965;8884;10335;10218;2636;3089;1678;2092;2595;3208;5554;545;1801
2407609;Messias Targino;RN;4,89;4,59;4,25;3,82;3,55;2,98;3402;3523;3699;3778;4171;4271;695;768;870;990;1176;1432;1858;269;157
2407708;Montanhas;RN;4,55;4,47;4,62;4,10;3,68;3,03;9601;10115;11873;12361;11380;11442;2112;2261;2570;3017;3095;3771;4642;677;194
2407807;Monte Alegre;RN;4,72;4,42;4,43;3,90;3,62;2,98;15816;16266;19228;20524;20673;23018;3351;3683;4339;5263;5711;7736;10015;1721;558
2407906;Monte das Gameleiras;RN;4,72;4,64;4,18;3,72;3,46;2,86;2758;2749;2526;2391;2260;2276;584;593;604;643;654;796;1244;253;195
2408003;Mossoró;RN;4,65;4,33;4,10;3,67;3,53;2,85;191555;205214;213297;232234;258889;263529;41199;47378;52043;63261;73365;92467;123379;22661;8251
2408102;Natal;RN;4,49;4,20;3,99;3,57;3,40;2,77;603219;652902;708644;771039;801527;748745;134486;155533;177665;215814;235522;270045;336193;52065;14083
2408201;Nísia Floresta;RN;4,60;4,33;4,26;3,75;3,63;2,99;13891;15715;18356;22556;23182;29449;3020;3633;4311;6011;6379;9842;20137;3291;7004
2408300;Nova Cruz;RN;4,59;4,40;4,24;3,83;3,61;2,96;29992;31857;33729;35133;35368;34098;6539;7234;7962;9165;9786;11514;14171;2137;520
2408409;Olho d'Água do Borges;RN;4,50;4,21;3,90;3,55;3,33;2,79;4576;4753;4445;4440;4282;3901;1016;1129;1139;1249;1284;1399;1899;272;228
2408508;Ouro Branco;RN;4,49;4,15;3,87;3,63;3,38;2,77;4532;4565;4659;4953;4699;4908;1010;1099;1204;1366;1389;1770;2344;281;293
2408607;Paraná;RN;5,17;4,75;4,50;3,88;3,52;3,04;3510;3352;3628;3885;3948;3934;679;706;807;1002;1122;1295;1611;232;84
2408706;Paraú;RN;4,77;4,49;4,13;3,59;3,48;2,92;3998;4093;4084;3875;3829;3578;838;911;990;1080;1100;1227;1720;315;178
2408805;Parazinho;RN;5,19;5,00;4,49;4,19;3,98;3,21;3937;4087;4325;4756;4839;4795;758;818;963;1136;1215;1492;2036;325;219
2408904;Parelhas;RN;4,54;4,17;3,96;3,53;3,34;2,76;17549;18137;19280;19890;20277;21437;3868;4349;4864;5631;6067;7754;10374;1267;1353
2408953;Rio do Fogo;RN;;;4,60;4,15;3,89;3,29;;;9178;9455;9982;10297;;;1996;2279;2568;3128;5553;506;1919
2409100;Passa e Fica;RN;4,47;4,16;4,16;3,78;3,63;2,86;6523;7013;8258;10363;11070;10851;1460;1684;1985;2739;3053;3791;4711;652;268
2409209;Passagem;RN;4,44;4,12;3,99;3,59;3,43;2,89;2449;2400;2691;2615;2889;3115;551;582;675;729;843;1077;1401;177;147
2409308;Patu;RN;4,51;4,16;3,89;3,36;3,28;2,73;11728;11035;11148;11278;11945;10987;2602;2653;2866;3352;3642;4030;5238;859;349
2409332;Santa Maria;RN;;;4,07;3,71;3,62;2,97;;;3759;4643;4749;4838;;;923;1252;1312;1630;2202;439;133
2409407;Pau dos Ferros;RN;4,51;4,23;3,91;3,63;3,44;2,80;20746;21964;24640;26554;27615;30221;4604;5191;6301;7309;8032;10776;13035;1378;881
2409506;Pedra Grande;RN;4,69;4,53;4,59;3,98;3,84;3,29;3472;3508;4017;3904;3471;3598;740;775;876;981;903;1093;1776;364;319
2409605;Pedra Preta;RN;4,72;4,66;4,44;3,99;3,87;3,12;2706;2657;2835;2655;2565;2433;573;570;639;665;662;780;1081;180;121
2409704;Pedro Avelino;RN;5,00;4,42;4,31;3,66;3,60;3,02;11421;7053;7870;7351;7163;6237;2283;1596;1825;2006;1991;2064;2971;422;485
2409803;Pedro Velho;RN;4,75;4,46;4,29;3,97;3,69;3,07;12729;13339;13481;13604;14086;13821;2682;2990;3139;3428;3816;4496;5749;919;334
2409902;Pendências;RN;4,25;4,03;3,89;3,61;3,48;2,92;10963;10841;11383;12470;13404;12268;2577;2687;2924;3459;3856;4206;5232;666;360
2410009;Pilões;RN;4,64;4,35;4,17;3,74;3,60;2,83;2161;2547;3002;3373;3453;2961;466;585;720;903;960;1045;1351;217;89
2410108;Poço Branco;RN;4,98;4,96;4,83;4,32;4,14;3,22;10455;11269;12413;12235;13915;12354;2100;2271;2569;2830;3359;3841;4748;546;361
2410207;Portalegre;RN;4,52;4,34;4,00;3,53;3,42;2,83;6353;6412;6697;6813;7292;7600;1406;1479;1676;1929;2130;2689;3442;494;259
2410256;Porto do Mangue;RN;;;3,98;3,63;3,60;3,00;;;4016;4779;5184;5214;;;1010;1318;1441;1737;2489;372;380
2410306;Serra Caiada;RN;4,42;4,37;4,30;3,98;3,79;3,15;5991;6413;6933;8255;8751;10108;1354;1466;1611;2073;2308;3209;3922;429;284
2410405;Pureza;RN;4,80;4,58;4,25;3,93;3,90;3,09;6796;6188;6726;7738;8383;9346;1415;1350;1583;1970;2151;3027;3996;596;373
2410504;Rafael Fernandes;RN;4,34;4,09;3,91;3,59;3,48;2,89;3332;3808;4247;4593;4691;5428;767;931;1085;1278;1349;1879;2298;236;183
2410603;Rafael Godeiro;RN;4,32;4,05;3,73;3,37;3,20;2,74;2979;2941;2953;3126;3056;2933;689;727;792;927;954;1070;1482;305;107
2410702;Riacho da Cruz;RN;4,59;4,34;3,97;3,51;3,45;2,90;2550;2651;2667;3002;3140;2701;555;611;672;856;911;932;1237;181;124
2410801;Riacho de Santana;RN;4,64;4,37;4,16;3,58;3,39;2,87;3980;4023;4196;4280;4152;4127;857;921;1008;1194;1225;1439;1824;300;85
2410900;Riachuelo;RN;5,07;4,63;4,34;4,00;3,82;3,14;5802;5314;5756;6785;7050;7375;1145;1147;1325;1698;1846;2345;3002;322;335
2411007;Rodolfo Fernandes;RN;4,98;4,85;4,23;3,72;3,55;2,79;5244;5974;4415;4550;4418;4242;1052;1231;1043;1224;1245;1518;1888;285;85
2411056;Tibau;RN;;;4,38;3,69;3,60;2,89;;;3130;3727;3635;5332;;;714;1011;1011;1843;5679;299;3537
2411106;Ruy Barbosa;RN;4,69;4,50;4,40;3,91;3,71;2,93;3304;3625;3686;3623;3595;3191;704;805;837;927;969;1090;1610;318;202
2411205;Santa Cruz;RN;4,63;4,38;4,20;3,78;3,60;2,92;28583;29249;31276;33670;35739;37279;6175;6671;7443;8905;9917;12786;17054;2120;2148
2411403;Santana do Matos;RN;4,70;4,30;4,29;3,67;3,41;2,78;17167;15560;15979;14281;13798;12454;3655;3616;3724;3886;4047;4476;6275;1011;788
2411429;Santana do Seridó;RN;4,85;4,34;4,21;3,69;3,48;2,92;2498;2322;2377;2729;2519;2692;515;535;564;740;723;921;1331;210;200
2411502;Santo Antônio;RN;4,46;4,29;4,07;3,65;3,47;2,88;19198;20171;20107;21222;22117;22169;4306;4698;4940;5813;6371;7694;9682;1370;618
2411601;São Bento do Norte;RN;4,85;4,33;4,30;3,78;3,74;3,14;8810;9748;3267;3524;2967;3289;1817;2252;760;932;794;1046;1392;160;186
2411700;São Bento do Trairí;RN;4,56;4,36;4,25;4,00;3,80;2,93;3239;3212;3244;3702;3903;3790;710;736;764;926;1027;1295;1880;327;258
2411809;São Fernando;RN;4,64;4,31;4,04;3,59;3,39;2,81;3500;3502;3233;3374;3401;3492;755;813;800;939;1003;1242;1621;191;188
2411908;São Francisco do Oeste;RN;4,33;4,02;3,74;3,40;3,32;2,81;2792;3228;3480;3663;3850;4159;645;803;930;1078;1160;1480;1866;233;153
2412005;São Gonçalo do Amarante;RN;4,79;4,46;4,17;3,80;3,58;2,90;45303;56582;69161;77056;87562;115693;9451;12689;16576;20296;24451;39827;54174;11428;2919
2412104;São João do Sabugi;RN;4,47;4,18;3,93;3,49;3,22;2,64;5482;5442;5698;5759;5914;5954;1227;1301;1449;1648;1839;2256;2886;213;417
2412203;São José de Mipibu;RN;4,74;4,49;4,29;3,89;3,67;3,01;28065;31784;34668;36758;39650;47193;5925;7082;8085;9441;10799;15663;20794;3584;1547
2412302;São José do Campestre;RN;4,53;4,22;4,18;3,76;3,58;2,99;11788;11249;11959;11730;12354;11119;2605;2667;2859;3121;3449;3718;5005;866;421
2412401;São José do Seridó;RN;4,77;4,35;4,18;3,65;3,41;2,94;3155;3439;3749;3899;4218;4539;661;790;896;1069;1238;1546;1841;150;145
2412500;São Miguel;RN;4,66;4,38;4,05;3,74;3,57;2,85;21271;21504;20124;22510;22132;23517;4564;4913;4965;6014;6204;8266;10608;1799;543
2412559;São Miguel do Gostoso;RN;;;4,79;4,09;3,92;3,18;;;7478;8791;8621;10196;;;1562;2147;2197;3210;4736;799;727
2412609;São Paulo do Potengi;RN;4,54;4,33;4,16;3,65;3,48;2,85;14547;15730;13627;14411;15766;16750;3202;3636;3275;3950;4527;5875;7583;1121;587
2412708;São Pedro;RN;4,93;4,58;4,33;3,82;3,61;2,99;7008;6485;6727;6370;6221;5760;1422;1415;1554;1667;1723;1925;2783;548;310
2412807;São Rafael;RN;4,46;4,12;3,85;3,51;3,35;2,82;7800;8199;8153;8087;8081;7710;1750;1989;2115;2307;2410;2734;3630;488;408
2412906;São Tomé;RN;4,37;4,14;3,94;3,61;3,45;2,82;11400;10991;10750;11055;10779;9932;2606;2658;2726;3059;3120;3523;4889;865;501
2413003;São Vicente;RN;4,43;4,10;3,98;3,39;3,33;2,84;4980;4931;5633;5804;6022;6309;1123;1203;1415;1712;1811;2220;3036;414;402
2413102;Senador Elói de Souza;RN;4,59;4,43;4,23;3,74;3,64;2,92;4294;4673;5018;5897;5618;5963;936;1055;1187;1578;1544;2039;2728;476;213
2413201;Senador Georgino Avelino;RN;4,84;4,69;4,58;4,02;3,75;3,24;2658;2917;3227;3617;3910;4058;549;622;705;900;1042;1251;1520;190;79
2413300;Serra de São Bento;RN;4,86;4,59;4,40;3,92;3,62;2,94;6292;5318;5857;5798;5741;5674;1294;1158;1330;1480;1584;1929;2765;530;306
2413359;Serra do Mel;RN;5,33;4,91;4,53;3,78;3,66;3,08;7990;7451;8201;9123;10196;13060;1499;1517;1809;2411;2789;4239;5744;1141;364
2413409;Serra Negra do Norte;RN;4,87;4,58;4,15;3,75;3,61;2,93;7468;7374;7533;7219;7764;7591;1532;1609;1817;1924;2151;2592;3090;250;248
2413508;Serrinha;RN;4,72;4,19;4,17;3,89;3,68;2,86;6680;6312;7210;6453;6557;6417;1414;1507;1729;1657;1782;2245;3092;590;257
2413557;Serrinha dos Pintos;RN;;;3,89;3,41;3,31;2,77;;;4295;4360;4540;4648;;;1104;1278;1372;1681;2164;252;231
2413607;Severiano Melo;RN;5,02;4,59;4,52;3,70;3,33;2,76;10389;10332;10398;5662;5737;5481;2069;2253;2302;1532;1725;1983;2599;416;200
2413706;Sítio Novo;RN;4,86;4,66;4,32;3,71;3,52;2,78;4586;4518;4448;5198;5020;4649;943;970;1029;1400;1427;1673;2337;448;216
2413805;Taboleiro Grande;RN;4,75;4,26;3,92;3,56;3,36;2,84;2067;2140;2029;2266;2317;2338;435;502;517;636;690;824;1061;117;120
2413904;Taipu;RN;4,89;4,76;4,72;4,10;3,88;3,13;10424;10293;11510;11707;11805;11400;2132;2161;2440;2853;3045;3643;4977;732;602
2414001;Tangará;RN;4,54;4,42;4,20;3,70;3,61;2,95;10203;10765;12113;12991;14102;13252;2245;2437;2883;3511;3906;4485;6100;997;618
2414100;Tenente Ananias;RN;4,91;4,68;4,41;3,88;3,71;3,02;9524;8722;8845;9286;9883;10251;1939;1864;2004;2392;2663;3396;4109;524;189
2414159;Tenente Laurentino Cruz;RN;;;4,30;3,66;3,50;2,98;;;4399;5113;5401;5890;;;1023;1397;1541;1977;2520;308;235
2414209;Tibau do Sul;RN;4,98;4,70;4,44;3,72;3,52;2,83;5922;5881;7612;10793;11342;16911;1188;1251;1714;2902;3221;5985;8833;966;1882
2414308;Timbaúba dos Batistas;RN;4,48;4,38;4,05;3,74;3,39;2,78;1935;2153;2189;2263;2289;2344;432;492;540;605;675;844;1025;89;92
2414407;Touros;RN;5,04;4,91;4,67;4,16;3,92;3,17;26931;27037;27547;29147;31024;33011;5346;5501;5893;7004;7910;10430;14433;2235;1768
2414456;Triunfo Potiguar;RN;;;4,25;3,82;3,66;2,96;;;3617;3270;3353;3340;;;851;856;917;1128;1491;211;152
2414506;Umarizal;RN;4,41;4,08;3,83;3,58;3,40;2,73;11073;10748;11092;10640;10629;10073;2513;2637;2898;2970;3122;3696;4661;743;222
2414605;Upanema;RN;4,69;4,78;4,21;3,71;3,50;2,90;8637;10142;10937;12710;12972;13575;1842;2120;2599;3425;3704;4678;6099;846;575
2414704;Várzea;RN;4,66;4,48;4,11;3,54;3,38;2,89;8529;8355;8225;5276;5233;5229;1829;1864;2003;1491;1546;1810;2234;310;114
2414753;Venha-Ver;RN;;;4,89;4,11;4,10;2,96;;;3422;3487;3817;3014;;;700;849;931;1017;1384;318;49
2414803;Vera Cruz;RN;4,57;4,38;4,15;4,01;3,85;3,02;7955;9316;8502;10309;10649;10715;1740;2128;2050;2570;2765;3553;4504;778;173
2414902;Viçosa;RN;4,79;4,92;4,19;3,77;3,36;2,86;1302;1594;1521;1766;1618;1821;272;324;363;468;481;636;787;114;37
2415008;Vila Flor;RN;5,21;4,99;4,61;4,31;4,17;3,21;2291;2503;2528;2635;2862;3173;440;502;548;611;687;987;1175;94;94
2500106;Água Branca;PB;4,82;4,54;4,33;3,85;3,69;2,86;8198;8487;8377;9170;9446;9335;1701;1871;1936;2382;2559;3267;4434;806;361
2500205;Aguiar;PB;4,84;4,45;4,11;3,53;3,33;2,72;7249;6190;5600;5625;5528;5003;1497;1392;1362;1594;1659;1836;2729;484;409
2500304;Alagoa Grande;PB;4,75;4,40;4,14;3,68;3,55;2,96;30048;29951;29101;27394;28460;26006;6332;6806;7027;7445;8012;8782;11773;2134;857
2500403;Alagoa Nova;PB;4,73;4,46;4,23;3,83;3,62;3,00;22278;22474;18569;19160;19678;20972;4712;5039;4392;4998;5434;6993;8681;1263;425
2500502;Alagoinha;PB;4,74;4,56;4,19;3,82;3,67;3,10;11010;11715;11827;12911;13533;13700;2323;2567;2822;3380;3686;4425;5522;832;265
2500536;Alcantil;PB;;;4,02;3,58;3,35;2,79;;;4912;5049;5237;5574;;;1223;1411;1565;1999;2868;636;233
2500577;Algodão de Jandaíra;PB;;;4,37;3,77;3,51;3,03;;;2209;2337;2359;2929;;;506;620;673;968;1388;293;127
